,Applications,Categories,Company,EmployType,ExpiryDate,Location,PostedDate,Requirements,SalaryHigh,SalaryLow,SalaryRate,Seniority,Title
125,15,General Management,SINGAPORE INSTITUTE OF MANAGEMENT PTE. LTD.,Full Time,Closing on 15 Feb 2019,West,Posted 16 Jan 2019,"Post-graduate qualifications or Bachelor’s degree, preferably in marketing, communications, business, international relations, or field of study with a global orientation
At least 5 years of managerial experience, with preferably 1 – 2 years overseas experience
Proven skills in Marketing, Sales, Business Development and Partnership management
Experience in formulating strategies, budget and strategic planning
A good combination of high intelligence, emotional and cultural quotient
Experienced in Sales Management and Leadership with evidence of achieving sales targets
Flexibility and ability to deliver tasks/projects within timelines
Strong interpersonal skills and team player
Strong planning and reporting skills and ability to interpret and analyse data
Maintains Regional Office staff by recruiting, selecting, orienting, and training employees
Maintains Regional Office staff job results by counselling and disciplining employees; planning, monitoring, and appraising job results","$8,000","$4,500",Monthly,Manager,"Country Manager China, Shanghai, Recruitment Group"
126,11,"Customer Service, Education and Training, Marketing / Public Relations , Others",SINGAPORE INSTITUTE OF MANAGEMENT PTE. LTD.,Full Time,Closing on 15 Feb 2019,West,Posted 16 Jan 2019,"Bachelor’s degree, preferably in marketing, communications, business, international relations, or field of study with a global orientation
At least 3 years of working experience
Proven skills in Marketing, Sales, Business Development and Partnership management  
A good combination of high intelligence, emotional and cultural quotient
Familiar with the higher education industry, knowledge of the overseas education market is an added advantage
Experienced in Sales Management and Leadership with evidence of achieving sales targets
Flexibility and ability to deliver tasks/projects within timelines
Strong interpersonal skills and team player
Strong planning and reporting skills and ability to interpret and analyse data","$6,000","$3,000",Monthly,"Executive, Senior Executive","Executive / Senior Executive, Market Development, Regional Marketing and Recruitment"
127,30,Accounting / Auditing / Taxation,MOBILE CREDIT PAYMENT PTE. LTD.,Full Time,Closing on 15 Feb 2019,Central,Posted 16 Jan 2019,"~ Prepare accurate and timely financial statements.
~ Calculate taxable income and the income tax liabilities of the organisation.
~ Calculate the cost of different types of capital financial instruments and the overall costs of capital for the organisation.
~ Compile accurate tax-related information for the organisation.
~ Ensure the respective privileges and rights are in place within the accounting information system for users with different job roles and functions.
~ Extract data and provide analysis for management using relevant accounting information systems or software.
~ Implement policies and procedures with emphasis on internal controls to prevent possible fraud and errors.
~ Maintain accurate journal entries and allocations.
~ Manage accounts payable and receivables to help the organisation determine working capital needs and funding strategies.
~ Operate accounting information systems efficiently and effectively.
~ Participate in budgeting and forecasting activities.
~ Plan and coordinate the annual financial audit process.
~ Prepare asset, liability, and capital account entries by compiling and analysing account information.
~ Prepare financial statements and disclosure notes.
~ Provide accurate and timely tax and financial reports to the relevant authorities.
~ Provide data in relation to assets, capital rationing and cost of capital.
~ Reconcile accounts and provide analysis for the organisations financial transactions.
~ Resolve issues and deficiencies arising from audit findings.
~ Respond to internal and external auditors on audit data, variances and audit findings.",,,,Middle Management,Accountant
128,0,Information Technology,MOBILE CREDIT PAYMENT PTE. LTD.,Full Time,Closing on 15 Feb 2019,Central,Posted 16 Jan 2019,"Bachelor degree or above in Computer Science or related fields.
More than 3 years experience in software development. ","$6,000","$4,000",Monthly,Manager,Senior Information Technology Program Manager
129,8,"Logistics / Supply Chain, Others, Purchasing / Merchandising, Sciences / Laboratory / R&D",TEMASEK LIFE SCIENCES LABORATORY LIMITED,Full Time,Closing on 15 Feb 2019,South,Posted 16 Jan 2019,"Possess at least a Bachelor’s Degree in Supply Chain/Business Degree in Accountancy/Business related discipline
Minimum 4 years of experience in Procurement with familiarity in audit and compliance preferred.
High level of integrity and work ethics. Team player with good analytical and communication skills.
Conversant in EPS (eg: Oracle, SESAMi Systems) will be an advantage
Good knowledge in Microsoft office
Able to work under pressure with minimum supervision
  The salary given is commensurable to educational qualifications and working experience of the candidates. Benefits include annual leave, medical and flexi-benefits, etc.
Interested individuals may apply by sending their curriculum vitae to mary@tll.org.sg. Please indicate the position that you are applying for in your cover letter.
For more info, please refer to our website: www.tll.org.sg.
(Please note that only shortlisted candidates will be notified)",,,,Senior Executive,Senior Executive (Procurement)
130,18,Accounting / Auditing / Taxation,CENTRECOURT.COM,Permanent,Closing on 15 Feb 2019,Central,Posted 16 Jan 2019,"~ Assign account codes to all transactions in the accounting system.
~ Calculate customer/supplier account balances and reconcile with totals.
~ Compile the relevant business documentation used in banking processes.
~ Enter accurate and timely data into the accounting system.
~ Maintain accurate financial records and statements.
~ Perform month-end closing activities.
~ Process payroll transactions into the organisations accounting system.
~ Record and process all business transactions within the organisations accounting system using principles of double-entry accounting.
~ Record transactions and events relating to inventory, accruals, prepayments, capital structure and finance costs.
~ Record transactions and events relating to sales, purchases, receivables, payables and cash.
~ Retrieve system reports from the accounting system for managements use.
~ Use relevant IT systems and tools effectively for data analysis.
Corporate secretarial matters - incorporation, maintaining corporate secretarial records; AML checks
Payroll and CPF for clients
Taxation matters - ECI, computation and submission 
Administration in office - Job tracking, accounts receivable
 ","$3,250","$2,700",Monthly,Senior Executive,Accounts Executive
131,19,"Human Resources , Information Technology",KEPPEL PEOPLE SERVICES PTE. LTD.,Full Time,Closing on 15 Feb 2019,Central,Posted 16 Jan 2019,"BA/BS degree
4+ years of experience in Workday HRIS System in setup, implementation, enhancement and maintenance for Core HR, Compensation, Benefits, Talent, Time tracking, Security, Reporting (Simple, Advanced, Matrix, Composite, Birt etc), Learning and Integration Tools (Packaged Integrations, Workday studio, Enterprise Integration Builder (EIB), Document Transformation etc)
Knowledge and experience in applications and databases such as Active Directory, SAP etc
Have some experience rolling out Workday HRIS on a regional or global scale
Ability to analyse business process requirements, general understanding of HR and translate into Workday HRIS system configuration
Able to multi-task
Able to manage different stakeholders and different cultures
Excellent communication skills, both verbal and in writing
Able to maintain confidentiality in handling of employee data
Able to fulfil travel requirements as part of implementation scope","$12,000","$10,000",Monthly,Manager,"Manager, Human Resources"
132,4,Human Resources,GMP RECRUITMENT SERVICES (S) PTE LTD,"Permanent, Full Time",Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"Requirements:  
Minimum Diploma or Degree in Human Resource.
At least 2 years of working experience in a related field.
Strong proficiency with MS Excel and MS PowerPoint and Designing tools.
Good project/event management and time management skills.
Meticulous, resourceful, self-driven with the ability to influence and garner support.
Able to start work immediately or within short notice will be prioritized.
Other Information:
Reports to Talent Development Manager.
Working Location: Changi (Transport is provided from Seng Kang, Ang Mo Kio, Tampines, and Tanah Merah MRT).
Working Hours: Mondays to Fridays, 9am to 5.45pm.
To apply, please visit www.gmprecruit.com and search for Job Reference: 13830.
To learn more about this opportunity, please contact Novita Tan at novita.adisutanto@gmprecruit.com
We regret that only shortlisted candidates will be notified.
GMP Recruitment Services (S) Pte Ltd | EA License: 09C3051 | EA Personnel: Novita Tan | Registration No: R1220374","$3,000","$2,500",Monthly,Junior Executive,"Employee Engagement Officer (Changi, Up to $3K)"
133,0,Accounting / Auditing / Taxation,MACHSPEED HUMAN RESOURCES PTE. LTD.,Permanent,Closing on 15 Feb 2019,West,Posted 16 Jan 2019,"Job Requirements:-
Possess a recognised Diploma / Degree in Accountancy
Able to start work immediately and commit to work for next 3-6 months
(Contract is convertible to permanent)
Able to use UBS accounting system will be advantageous (but not a must)
Work location: Science Park
5 days’ work week (Mon to Fri 9.00 am to 6.00 pm)
Able to work overtime during closing (for a few days)
Salary: S$2500-2800 per month
We thank you for your interest in this position, applicants with relevant experience please send Microsoft word resume with expected salary to
apply@machspeed.com.sg
for faster processing, alternatively, please visit https://www.facebook.com/MachspeedHR for more jobs available, thank you.
You may also call +6563362530 (Look for BingCheng) to find out more
Thank you very much.           
Agency License No. 12C6200
EA Registration No: R1437671","$2,800","$2,500",Monthly,Executive,"Accounts  Officer (3-6 months contract, Science Park, $2500-2800)"
134,1,Engineering,BIZHUB ASIA PTE. LTD.,Permanent,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"IPC Certification is a must for this role.
Candidate must possess at least Bachelor's Degree/Post Graduate Diploma/Professional Degree in Engineering (Electrical/Electronic) or equivalent.
At least 3 Year(s) of working experience in the related field is required for this position.
  Qualified or interested candidate, Kindly click apply below or email us a copy of your resume in MS Word format to: jobs.bizhub@gmail.com
Kindly indicate the following details in your resume:
1. Current and Expected salary
2. Reason for leaving for current and previous employment
3. Earlier availability date
4. Position that you are applying for
We regret that only shortlisted candidates will be notified.
However, rest assured that all applications will be updated to our resume bank for future opportunities/references.","$4,000","$2,500",Monthly,Executive,Supplier Quality Engineer
135,21,Purchasing / Merchandising,ZALORA SOUTH EAST ASIA PTE. LTD.,"Permanent, Full Time",Closing on 15 Feb 2019,Central,Posted 16 Jan 2019,"Job Requirements
University degree or equivalent
2+ years of working experience in business/analytical roles
Strong analytical skills; ability to work with vast data and apply business principles
Strong communication skills and ability to work with several channels at the same time
Excellent computer literacy skills in Excel; SQL and Tableau are a plus
Proficient in verbal and written English","$4,200","$3,200",Monthly,Executive,Merchandising Executive
136,11,Information Technology,PERCEPT SOLUTIONS PTE. LTD.,Permanent,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"Oracle Certified Professional in database (OCP 8i, 9i and 10g) is preferred
Strong experience supporting mission critical relational databases
Considerable experience and knowledge of Oracle
4+ years’ experience in administering a large/complex production Oracle/Redhat Linux/HP UX
Exceptional troubleshooting and analytical problem-solving skills
Must have excellent learning abilities and have the ability to use various resources to research issues
Skilled in scripting and automating repetitive administrative tasks
Good understanding of RAC, physical and logical standby, and other high availability Oracle technologies
Experience in physical database designs
Experience in backup software is definitely plus","$8,250","$5,500",Monthly,Executive,Database Administrator
137,21,Admin / Secretarial,COMPANY UNDISCLOSED,Full Time,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"- Must have excellent speaking and writing skill in English
- Must have excellent proficiency in MS Office and computer knowledge
- Must have excellent attitude and willing to learn; on job training will be provided
- Candidates with relevant experience in automotive industry will have added advantage","$2,600","$2,000",Monthly,Junior Executive,Administrative Executive
138,2,Information Technology,"JPMORGAN CHASE BANK, N.A.","Permanent, Full Time",Closing on 15 Feb 2019,"East, Central",Posted 16 Jan 2019,"This role requires a wide variety of strengths and capabilities, including:
Significant experience in both Systems Engineering and Software development
Proficiency in internals of distributed Operating System (Unix/Linux, Windows, Z/OS)
Experience using system and software security and entitlements such as SSO, windows, Kerberos, LDAP, Windows AD
Experience with new and emerging technologies such as cloud and virtualization
Strong inter-personal skills with the willingness to support and interact with clients
Ability to troubleshoot issues and share clear, concise complex technical findings to the involved parties
Experience designing data persistence and caching concepts using both SQL and NoSQL DBMS (e.g.: MySQL,
MongoDB, Cassandra, Redis, etc…)
Familiarity with queuing systems like RabbitMQ/AMQP, Kafka, ActiveMQ, AWS SQS, ZeroMQ, etc.
Ability to write scripts (Python, bash etc.) with strong focus towards automation
Minimum 5 years of managing Linux/Unix systems preferably in a scale out environments
Ability to troubleshoot complex and dynamic customer environments including distributed database setups at large scale
while balancing the communications needs of each case
A strong analytical mind and the ability to triage
As we are continually releasing new features and products, a high aptitude for both learning and teaching are required
Excellent written and verbal communication skills are a must, as is a collaborative approach
When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B+ annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world.
At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.

We strongly encourage all applicants to apply via our careers website where you are able join our Talent Network to receive customized vacancy notifications and ensure that your details are accessible by our global recruiting team - www.jpmorganchase.com/careers.
A quick link to this particular job posting can be found in this URL: http://jobs.jpmorganchase.com/ListJobs/ByKeyword/180076633/
Please note that only short-listed candidates will be notified. We thank you for your interest and wish you all the best in your career.
Yours Sincerely,
Human Resources
JPMorgan","$14,000","$7,000",Monthly,Executive,"Platform Services, Senior Technical Solutions Engineer"
139,1,Information Technology,"JPMORGAN CHASE BANK, N.A.","Permanent, Full Time",Closing on 15 Feb 2019,"East, Central",Posted 16 Jan 2019,"This role requires a wide variety of strengths and capabilities, including:
Significant experience in both Systems Engineering and Software development
Proficiency in internals of distributed Operating System (Unix/Linux, Windows, Z/OS)
Experience using system and software security and entitlements such as SSO, windows, Kerberos, LDAP, Windows AD
Experience with new and emerging technologies such as cloud and virtualization
Strong inter-personal skills with the willingness to support and interact with clients
Ability to troubleshoot issues and share clear, concise complex technical findings to the involved parties
Experience designing data persistence and caching concepts using both SQL and NoSQL DBMS (e.g.: MySQL,
MongoDB, Cassandra, Redis, etc…)
Familiarity with queuing systems like RabbitMQ/AMQP, Kafka, ActiveMQ, AWS SQS, ZeroMQ, etc.
Ability to write scripts (Python, bash etc.) with strong focus towards automation
Minimum 5 years of managing Linux/Unix systems preferably in a scale out environments
Ability to troubleshoot complex and dynamic customer environments including distributed database setups at large scale
while balancing the communications needs of each case
A strong analytical mind and the ability to triage
As we are continually releasing new features and products, a high aptitude for both learning and teaching are required
Excellent written and verbal communication skills are a must, as is a collaborative approach
When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B+ annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world.
At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.

We strongly encourage all applicants to apply via our careers website where you are able join our Talent Network to receive customized vacancy notifications and ensure that your details are accessible by our global recruiting team - www.jpmorganchase.com/careers.
A quick link to this particular job posting can be found in this URL: http://jobs.jpmorganchase.com/ListJobs/ByKeyword/180076633/
Please note that only short-listed candidates will be notified. We thank you for your interest and wish you all the best in your career.
Yours Sincerely,
Human Resources
JPMorgan","$15,000","$7,500",Monthly,Senior Executive,"Platform Services, Senior Technical Solutions Engineer"
140,3,Engineering,BIZHUB ASIA PTE. LTD.,Permanent,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"Diploma in Mechanical / Mechatronics Engineering.
Minimum 2 years of relevant experience.
Proficiency in 3D CAD design tool (Pro/Engineer Wildfire).
Knowledge in material properties and processes for plastic, sheet metal, rubber, die cast, and packaging materials will be an added advantage.
  Qualified or interested candidate, Kindly click apply below or email us a copy of your resume in MS Word format to: jobs.bizhub@gmail.com
Kindly indicate the following details in your resume:
1. Current and Expected salary
2. Reason for leaving for current and previous employment
3. Earlier availability date
4. Position that you are applying for
We regret that only shortlisted candidates will be notified.
However, rest assured that all applications will be updated to our resume bank for future opportunities/references.","$4,500","$3,000",Monthly,Executive,Mechanical Engineer (Pro / Engineer Wildfire)
141,26,Human Resources,ARYAN SOLUTIONS PTE. LTD.,Contract,Closing on 15 Feb 2019,Central,Posted 16 Jan 2019,"Other ad-hoc HR admin stuff e.g. personal files administration, filing, helping to schedule interviews and administering of interview documents, etc.
Support in selected HR Projects i.e. training, engagement, employer branding
  Interested, please send over your resume to recruitment@aryansolutions.tech or call at +65-67087429 ext 211 for a confidential discussion.  ","$24,000","$2,000",Monthly,Fresh/entry level,HR Assistant
142,1,Sciences / Laboratory / R&D,A*STAR RESEARCH ENTITIES,"Contract, Full Time",Closing on 15 Feb 2019,South,Posted 16 Jan 2019,"Ph.D. degree in Biomedical Engineering, Cell Biology, Toxicology or similar fields from reputable universities or institutes
Basic knowledge and experience with stem cell culture and confocal microscopy will be beneficial
Experience and interest in toxicology, 3D printing or micro-pattern/fabrication, preferred
Experience with at least one programming software, such as R, Python or Matlab, preferred
Interdisciplinary work experience
Good project management skills
Good communication and interpersonal skills
  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice.
  We regret that only shortlisted candidates will be notified.
 ","$9,000","$4,500",Monthly,Non-executive,IBN - Postdoctoral Fellow (TOM)
143,5,Sales / Retail,EXPONENT GLOBAL CONSULTING PTE. LTD.,"Permanent, Full Time",Closing on 15 Feb 2019,South,Posted 16 Jan 2019,"Requirements
  Ideal candidates will have:
  Degree/Diploma from a reputed institution. 
3-4 years of work experience in a similar role in a trading company. 
Exposure to trading sector, preferably FMCG products. 
Independent. Good commercial acumen. Ability to work in small teams.
Meticulous. Good self-organization, time management and follow up skills.
Clear communication skills.
Good written and spoken English skills.
  Application
  Please apply with a detailed CV (preferably including details on Education & Training, Key Skills, Detailed Work Experience, Language Skills, Professional Referees, Recent Photo, Current/Expected Salaries and Contact Details) to resume@exponent.com.sg.
  Kindly state the position and code as the subject of your email. We regret that we would be in a position to respond only to shortlisted candidates.",,,,Junior Executive,Sales Coordinator - International Trading
144,8,Admin / Secretarial,ASIA PACIFIC EXCHANGE PTE. LTD.,Full Time,Closing on 15 Feb 2019,Central,Posted 16 Jan 2019,"Minimum Diploma, candidate graduated from recognized local Polytechnic and LCCI Certificate holder in Bookkeeping preferred.
Experience in commodity logistics or warehouse management is an advantage.
Proficient in using Microsoft Office (Word, PowerPoint, Excel and Outlook).
Positive and proactive working attitude with high ethical and integrity standards.
Able to work independently; good team player.",,,,Junior Executive,"Administrative Support, Commodity Product Business Department"
145,20,Admin / Secretarial,MODERN CONFUCIANISM FOUNDATION LTD.,Full Time,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"‘O’ level & above
Good command of both English & Mandarin (to liaise with Mandarin speaking associates)
Computer literate and proficient in Microsoft Office Suite","$2,500","$2,200",Monthly,Non-executive,Admin Clerk
146,20,Sales / Retail,LEVI STRAUSS ASIA PACIFIC DIVISION PTE LTD,Full Time,Closing on 15 Feb 2019,Central,Posted 16 Jan 2019,"Key Responsibilities:
Consult on operational aspects of project and technology rollouts, including providing expertise and guidance on the optimal timing (pilot and rollout), training and feedback mechanisms
Understand Field impact of new systems, become the in house expert to ensure the customer store view is clearly represented
Consult on multi-level, global operational initiatives, acting as key partner with project manager, instructional designer and content developer
Develop and oversee continuous improvement process for all store systems related initiatives (new and existing)
Develop and manage all store systems related operational policies and procedures, job aides and end user feedback focusing on continuous improvement in all areas of control
Work with Regional Retail Operations teams in Asia, Middle East and Africa to streamline processes and eliminate inefficiencies and assist in developing, delivering and implementing retail initiatives and support tools
Work together with core Retail Operations Team members across the region to deliver on all objectives/strategies
Analyze and support all cross functional home office and field teams’ initiatives to ensure that operational processes are optimized
Support cross functional partners to drive processes and Key Productivity Indicator improvements in the stores
Represent Retail Operations in Cross Functional Strategy Meetings and ensure decisions support overall operating model and strategy 
Act as primary liaison with IT leaders, ensuring that all initiatives and enhancements are focused on improved business processes for stores/field leaders
Oversee IT project user acceptance testing and execute in-store implementation; develop new processes, training tools and project communication  
Develop post project feedback surveys to ensure project continuity
Partner with IT Security team to ensure in-store PCI Compliance for projects and annual audits
Define and deliver improved tools by clearly benchmarking current processes against industry standards","$13,000","$8,000",Monthly,Manager,"Manager, Retail Operations, Communications Direct to Consumer (DTC)"
147,0,Consulting,DELOITTE CONSULTING PTE. LTD.,Contract,Closing on 15 Feb 2019,Islandwide,Posted 16 Jan 2019,"Requirements:
Master Degree
Consulting experience
Strong time-management and communication skills
Excellent teamwork and interpersonal skills
Typically has 3 or more years consulting and/or industry experience
Potential and ability to manage small engagements or work streams within large engagements
Ability to handle multiple clients and multiple team members with confidence
Aptitude for trouble-shooting and problem-solving
Strong technical skills including understanding of software development principles
Ability to perform unit and performance testing on all system components
Ability to travel to client locations on a need by basis (20-30% travel)
Project experience in ASEAN region
Strong analytical skills, excellent oral and written communication skills in English, be self-motivated, and be able to work in stressful situations with changing priorities
Excellent problem solving skills, ability to think out-of-the-box, work under pressure and tight project timelines
Drive, tenacity, client focused and results oriented
Proven demonstration of sound business acumen, teamwork and leadership qualities.
Willingness to work outside of office base and most of all…
An appreciation of the consulting lifestyle and ability to travel (both locally and abroad) is a pre-requisite to fit to our short-term and long-term project assignment.
Positions may be based in Singapore but project locations could be anywhere in the Asia-Pacific Region.
Due to volume of applications, we regret only shortlisted candidates will be notified.
 ","$12,000","$6,000",Monthly,Senior Executive,Senior Consultant - S&O Operation Transformation (12 months contract)
148,1,Admin / Secretarial,WSP CONSULTANCY PTE. LTD.,Permanent,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"Bachelor’s Degree in Computer Application or equivalent
Hardworking, possess initiative, good working attitude
Prior knowledge and experience with Project Information CDE Systems
Extensive prior experience in configuring and managing Bentley ProjectWise CDE and Deliverables Management platforms 
  Competitive remuneration will be offered to the right candidates. We regret that only shortlisted candidates will be notified.","$8,000","$5,000",Monthly,Executive,Software Specialist
149,11,Logistics / Supply Chain,PUPSIK STUDIO LLP,Full Time,Closing on 15 Feb 2019,West,Posted 16 Jan 2019,"GCE “N” or “O” Levels
Preferably with at least 3 years experience in Warehouse operations
Relevant supervising experience in warehouse
Candidates with forklift license will be a plus
Meticulous and Hardworking
Responsible and Trustworthy
Able to work independently as well as in a team
Preferably staying in the Western part of Singapore",,,,Executive,Logistics Executive
150,2,Information Technology,BIZHUB ASIA PTE. LTD.,Permanent,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"Strong foundation in Windows Operating System environments and System Administration.
Some knowledge and working experience with DB installation/tuning, MS SQL server, Sybase, Oracle etc.
Some knowledge of programming logic such as Visual Basic Programming, Java scripting.
Some knowledge of reporting tools e.g. Crystal Reports.
Experience in Software Implementation and Support experience would be beneficial.
Experience in system integration analysis and design, including designing process flows and mapping of current and future processes.
Experience in explaining and understanding technical concepts and documenting of said procedures.
    Qualified or interested candidate, Kindly click apply below or email us a copy of your resume in MS Word format to: jobs.bizhub@gmail.com
Kindly indicate the following details in your resume:
1. Current and Expected salary
2. Reason for leaving for current and previous employment
3. Earlier availability date
4. Position that you are applying for
We regret that only shortlisted candidates will be notified.
However, rest assured that all applications will be updated to our resume bank for future opportunities/references.","$4,500","$3,500",Monthly,Manager,Information Technology Manager
151,7,Building and Construction,LINESIGHT PTE. LIMITED,Permanent,Closing on 15 Feb 2019,Central,Posted 16 Jan 2019,"Desired Experience and Education: 
7+ years’ experience 
Local experience 
Excellent IT skills 
CostX experience – advantage 
Firm understanding of contracts methods 
Excellent communication skills 
The ideal candidate will be results driven, self-motivated and resourceful with excellent client relationship skills 
Chartered – advantage (but not essential)  
BSc essential in a construction related discipline ","$9,000","$6,000",Monthly,Manager,Senior Cost Manager
152,3,Information Technology,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,"Permanent, Flexi work",Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"8+ years of software testing experience in Capital Markets
5-8 years of experience in Wealth management or Private Banking
1-2 years of experience in Core Banking Application (OLYMPIC/T24)
2-3 years of experience in AAA product
4-5 years of experience in ETL Testing
4-5 years of experience in Integration Testing (Data Flow between CRM/PMS/Core Banking)
2-3 years of experience in Automation Testing (QTP/UFT)
Solid functional testing experience
Experience in Migration Testing (Preferred)","$7,500","$6,000",Monthly,Middle Management,Temenos Tester
153,3,Information Technology,FUTUREX TECHNOLOGIES PTE. LTD.,Contract,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"Screen Flow Logic: Process Before Output (PBO),Process After Input (PAI), Process on help request (POH), Process on value request (POV)
Dynpro  (""Dynamic Program"")
Creation of new tables 
Creation of table maintainace screen for newly created tables
Extending SAP standard Tables
Adding fields in standard SAP transactions
Developed ALV Report and experiece in Object Oriented Programming
 ","$6,500","$6,000",Monthly,Executive,ABAP programmer
154,3,Information Technology,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,Contract,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"6 to 8 years of experience as software developer/programmer for Oracle PL/SQL
Good experience in Software Development Life Cycle, familiarity with Waterfall and Agile development models
Strong in Oracle Database Design, Oracle PL/SQL and Oracle performance turning
Experience in Database upgrade and migration
Good in UNIX shell scripting
Experience with scheduling tools such as Autosys, ServiceNow
Experience in ORAAS, ALM/RLM are a plus","$8,000","$6,500",Monthly,Professional,Senior Production Support
155,4,Information Technology,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,Full Time,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"Possess at least 3 years of related managed desk / NOC support experience
Past working experience in telecommunications industry and/or ability to configure hardware to better optimise and secure the network is an advantage
Good grasp of technical skills (network and system)
Must possess CCNA / CCNP certification Good understanding and appreciation of network and system design Keen sense of urgency for service performance issues
Able to handle demanding service response and recovery turnaround
Able to manage daily support team to meet stringent SLA requirements
Excellent scheduling and multitasking skills Meticulous and process-oriented
Good, hard-working attitude with ability to work well under pressure
Good communication skills English (written & spoken)
Able to deal with issues such as DDoS attacks, power outages, network failures, and black hole routes","$9,000","$7,000",Monthly,Professional,Senior Network Engineer Team Lead
156,1,Advertising / Media,AD ASTRA CONSULTANTS PRIVATE LTD.,Contract,Closing on 15 Feb 2019,South,Posted 16 Jan 2019,"2 years of work experience with Account Management, Ad Operations or Project Management (experience with AdX, AdSense, AdMob, and DFP a plus). 
Broad understanding of online advertising solutions (i.e. ad serving, monetization) and of key platforms and trends (i.e. desktop, mobile, video). ","$6,000","$4,000",Monthly,Executive,Ad Operations Specialist
157,5,Banking and Finance,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,Contract,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"At least 10 years of relevant experience in a Financial Institution for Regulatory Reporting
Good understanding of Unsecured Credit, Credit Card/Personal Loans, Core Banking and data requirement for MAS759/760 reporting
Capability in Regulatory requirement analysis and functional design skills
Knowledge on WKFS platform is preferred
Experience with project management best practices/ methodologies/ project lifecycle","$9,000","$6,500",Monthly,Manager,Senior Business Analyst (Regulatory Reporting Systems)
158,6,Information Technology,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,Permanent,Closing on 15 Feb 2019,East,Posted 16 Jan 2019,"Degree in IT-related field or equivalent.
6 to 8 years of Experienced BW HANA Consultant.Experience of 6+ years in SAP BI/BW, both back end and front experience
At least 1 years in BI7.x and BW on HANA development experience (aDSO, Composite Provider, Calculation views, etc)
Minimum 3 full cycles of medium/complex BW implementations
Experience of 6+ years in SAP BI/BW, both back end and front experience
At least 1 years in BI7.x and BW on HANA development experience (aDSO, Composite Provider, Calculation views, etc)
Minimum 3 full cycles of medium/complex BW implementations
Good business knowledge in SAP logistics modules
Good knowledge of interfacing SAP BW to other SAP products (R3, APO, CRM, MDG etc)
ABAP knowledge to develop custom extractors, DTP routines, Transformation routines, etc
Developer experience with Reporting tools (Design Studio, Webi, Analysis for Excel, Power BI, Lumira, IDT/Universe)
Good development experience with LIS extractors (Sales Order, Billing, FI-GL, Purchase Order, Configuration extractors)
Basic to Advanced knowledge of SQL to be used natively with HANA and MS SQL databases
Creation of schemas, tables, views, Creation of Stored Procedures,Creation of SSIS,Data Modelling","$8,000","$5,500",Monthly,Professional,SAP BW HANA Consultant
159,5,Building and Construction,LINESIGHT PTE. LIMITED,Full Time,Closing on 15 Feb 2019,Central,Posted 16 Jan 2019,"Desired Experience and Education:
Minimum of 3 years post graduate experience
Experience in mechanical and electrical sector
Excellent IT skills
CostX experience – desirable
Excellent communication skills
The ideal candidate will be results driven, self-motivated and resourceful with excellent client relationship skills
Chartered – desirable
BSc essential in a construction related discipline","$6,000","$4,000",Monthly,Junior Executive,M&E Cost Manager
