,Applications,Categories,Company,EmployType,ExpiryDate,Location,PostedDate,Requirements,SalaryHigh,SalaryLow,SalaryRate,Seniority,Title
58,0,Accounting / Auditing / Taxation,INK PUBLISHING PTE. LTD.,Full Time,Closing on 06 Mar 2019,East,Posted 04 Feb 2019,"Requirement:
Diploma and above, with minimum 5 years’ experience in a similar capacity
Proficient in Microsoft Office application
Possess initiative
Independent and Meticulous
Able to take pressure and meeting tight deadlines
A team player with good communication skills
Audit experience preferred",,,,"Senior Management, Executive, Senior Executive",Senior Finance Executive (Account Payable / Receivable)
59,0,"Accounting / Auditing / Taxation, Banking and Finance",SIEMENS PTE. LTD.,Full Time,Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"What do I need to qualify for this job?
Degree/Masters in Business Administration or equivalent
Min 10 years of relevant experience
Ability to analyze complex situation
Ability to manage stakeholders
Able to interact with people of all levels","$15,000","$10,000",Monthly,Senior Executive,SEM Performance Controller - ASEAN (99852)
60,0,Engineering,AURECON SINGAPORE (PTE.) LTD.,"Permanent, Full Time",Closing on 06 Mar 2019,East,Posted 04 Feb 2019,"Minimum of 15 years experience in senior level structural role with an engineering consultancy (or similar industry experience).
Structural engineering services subject matter expert within the Built Environment market context. Demonstrated ‘eminence’ in their field with extensive experience gained working on large and complex projects in the BE sector.
A demonstrated record of successful new business generation, and client leadership across a broad structural and related Built Environment services portfolio. Effective in both the ‘doing’ and the winning of work.
Internationally experienced with a demonstrated competency to lead teams and assets across multiple geographies with specific strong exposure to the Australian, Asian and African markets.
Tertiary educated with a Bachelor degree from a top-tier university. A postgraduate degree, such as an MBA is preferred.
  CRITICAL CAPABILITIES & CHARACTERISTICS
Driving Results - A results and growth-oriented, entrepreneurial leader who is energised and excited about Aurecon's growth plans and aggressive timelines.
Strategic Thinking
Collaborating and Influencing - Energetic, positive, transparent, and engaging with a natural skill for developing relationships both internally and externally.
Client Focused- A “client value” focused leader who works tirelessly to exceed client expectations and deliver measurable value to infrastructure clients.
An intellectually curious leader who can contribute and engage with their colleagues and other industry experts.
Proactive and entrepreneurial, knowing instinctively what needs to be done and rallying colleagues to get things accomplished.
High integrity and credibility as perceived by all those with whom he/she will work.
     ","$24,000","$21,000",Monthly,Senior Management,"Global Service Leader, Structural"
61,0,Education and Training,NATIONAL UNIVERSITY OF SINGAPORE,Full Time,Closing on 19 Feb 2019,South,Posted 04 Feb 2019,"A PhD in operations research, statistics, computer/information science, or a related field by the start of the appointment. Leadership in research and education with the ability and willingness to teach at all levels of program.
Candidates with at least 1 year overseas doctoral /post-doctoral experience is preferred.","$15,000","$8,000",Monthly,Professional,"Assistant Professor, De[artment of Industrial Systems Engineering & Management"
62,0,Information Technology,EVVO SOLUTIONS PTE. LTD.,Full Time,Closing on 06 Mar 2019,East,Posted 04 Feb 2019,"Bachelor of Engineering/Computing
At least 5 years’ experience in software programming using languages like C#, SQL, Java Sprint boot, Hibernate, etc with at least 2-year experience as project technical lead.
Have experience working with Microservices architecture, Spring-related framework (such as Spring Boot, Spring Cloud, Spring Integration), Apache Kafka, MySQL/MongoDB
Strong analytical skills, able to deep dive and find root cause and develop creative solutions to integration challenges
Ability to work independently and work in a team
Experience in Master Data Management is an added advantage.
Experience in healthcare systems will be helpful","$6,500","$5,000",Monthly,Professional,Solution architect
63,0,Public / Civil Service,PUBLIC SERVICE DIVISION,Full Time,Closing on 18 Feb 2019,Full Time,Posted 04 Feb 2019,,,,,,"Senior / Assistant Executive, Talent Engagement and Training & Development (Leadership Development)"
64,0,"Banking and Finance, Information Technology",ADECCO PERSONNEL PTE LTD,"Contract, Full Time",Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"Strong quantitative analytic and modelling skills with theoretical or practical pricing and risk management knowledge
Strong programming skills utilizing languages such as Matlab, R, Python or C++
Sound theoretical or practical knowledge of both Cash and Derivative products across either Equities, Fixed Income, Rates, Credit, FX, Hybrids or Commodities
Strong Maths skills in probability, stochastic calculus and numerical methods (finite differences, Monte Carlo)","$7,000","$5,800",Monthly,Executive,Application Developer
65,0,Engineering,SBS TRANSIT LTD,"Permanent, Full Time",Closing on 06 Mar 2019,North,Posted 04 Feb 2019,"Diploma in Electrical / Electronics / Telecommunication / Mechatronics / Computer Engineering
Preferably with at least 2 years of working experience in maintenance environment
Experience in the field of Railway Signalling will be an added advantage
Good communication and interpersonal skills
Possess network knowledge
Able to work as a team and with people at all levels
Result oriented and self-motivated
Willing to perform 3 rotating shifts
Ability to identify colours",,,,Non-executive,"Technical Officer, Signalling (NEL Trainborne)"
66,0,Engineering,MACHSPEED HUMAN RESOURCES PTE. LTD.,Permanent,Closing on 06 Mar 2019,West,Posted 04 Feb 2019,"Requirements
Minimum Diploma in Mechanical, Electrical Engineering, Chemical or other related Science & Engineering discipline
Self-motivated, independent and able to contribute as a team player
Working Hour: 8am-8pm (12 hours day shift)
Able to work in cleanroom environment
Working Location: Pioneer (Company provides island-wide transport to and fro company)
  We thank you for your interest in this position, applicants with relevant experience please send Microsoft word resume with expected salary to
apply@machspeed.com.sg and attention to Bingcheng
for faster processing, alternatively, please visit
https://www.facebook.com/MachspeedHR for more jobs available, thank you.
Thank you very much.
Agency License No. 12C6200
EA Registration No: R1437671 
 ","$2,000","$1,800",Monthly,Junior Executive,"Engineering Assistant-QA (S$1800-2000+OT, Day Shift, West)"
67,0,"Banking and Finance, Information Technology",ADECCO PERSONNEL PTE LTD,"Contract, Full Time",Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"Strong quantitative analytic and modelling skills with theoretical or practical pricing and risk management knowledge
Strong programming skills utilizing languages such as Matlab, R, Python or C++
Sound theoretical or practical knowledge of both Cash and Derivative products across either Equities, Fixed Income, Rates, Credit, FX, Hybrids or Commodities
Strong Maths skills in probability, stochastic calculus and numerical methods (finite differences, Monte Carlo)","$5,800","$4,700",Monthly,Executive,Application Developer
68,0,Logistics / Supply Chain,KUEHNE + NAGEL (ASIA PACIFIC) MANAGEMENT PTE. LTD.,Full Time,Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"Sound knowledge of Seafreight
Good command of written and spoken English
Very proficient in Microsoft Excel
 ","$15,000","$8,000",Monthly,Middle Management,Pricing Manager
69,2,Accounting / Auditing / Taxation,RECRUIT LAB,Full Time,Closing on 06 Mar 2019,South,Posted 04 Feb 2019,"  Minimum Diploma in Accounting/ Finance or its equivelant. 
At least 2 years of relevent working experience
Must have full sets experience or strong partial Accounting
A good team player and responsible 
Meticulous and able to work in a fast paced environment. 
Others:
Office working hours
Central West
Salary up to $3,000 + AWS + VB","$3,000","$2,600",Monthly,Junior Executive,Accounts Executive
70,0,"Banking and Finance, Information Technology",ADECCO PERSONNEL PTE LTD,"Contract, Full Time",Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"Strong quantitative analytic and modelling skills with theoretical or practical pricing and risk management knowledge
Strong programming skills utilizing languages such as Matlab, R, Python or C++
Sound theoretical or practical knowledge of both Cash and Derivative products across either Equities, Fixed Income, Rates, Credit, FX, Hybrids or Commodities
Strong Maths skills in probability, stochastic calculus and numerical methods (finite differences, Monte Carlo)","$4,700","$3,600",Monthly,Executive,Application Developer
71,0,Engineering,SBS TRANSIT LTD,"Permanent, Full Time",Closing on 06 Mar 2019,North,Posted 04 Feb 2019,"Degree in Electrical & / or Electronics / Mechanical Engineering, preferably with at least 3 years of post-graduate work experience inclusive of 2 years’ relevant experience in railway engineering environment
Relevant engineering diploma holder with at least 10 years of post-graduate work experience inclusive of 7 years’ relevant experience in railway engineering environment may be considered
Team player with strong, interpersonal, planning and organizing skills
Independent, self-motivated, analytical and resourceful individual
Applicants ought to be able to identify colours
Preferably familiar with MATLAB, LABVIEW, PLC programming & diagnostics",,,,Executive,"Engineer, Rolling Stock (Engineering Train Unit)"
72,0,Accounting / Auditing / Taxation,MACHSPEED HUMAN RESOURCES PTE. LTD.,Permanent,Closing on 06 Mar 2019,West,Posted 04 Feb 2019,"Job Requirements:-
Possess a recognised Diploma / Degree in Accountancy
Able to start work immediately and commit to work for next 3-6 months
(Contract is convertible to permanent)
Able to use UBS accounting system will be advantageous (but not a must)
Work location: Science Park
5 days’ work week (Mon to Fri 9.00 am to 6.00 pm)
Able to work overtime during closing (for a few days)
Salary: S$2500-2800 per month
We thank you for your interest in this position, applicants with relevant experience please send Microsoft word resume with expected salary to
apply@machspeed.com.sg
for faster processing, alternatively, please visit https://www.facebook.com/MachspeedHR for more jobs available, thank you.
You may also call +6563362530 (Look for BingCheng) to find out more
Thank you very much.           
Agency License No. 12C6200
EA Registration No: R1437671","$2,800","$2,500",Monthly,Executive,"Accounts  Officer (3-6 months contract, Science Park, $2500-2800)"
73,0,"Admin / Secretarial, Manufacturing",MACHSPEED HUMAN RESOURCES PTE. LTD.,Permanent,Closing on 06 Mar 2019,South,Posted 04 Feb 2019,"Job requirements:-
Minimum GCE ‘O’ Level with at least 2 years of working experience in production industry
Experience in production planning/purchasing will be an added advantage
Salary range: $1800-2000
Transport allowance: $110
Working hours: 8am – 5.30pm, Mondays to Fridays(May require to perform OT)  
Proficient in MS Office
We thank you for your interest in this position, applicants with relevant experience please send Microsoft word resume with expected salary to
apply@machspeed.com.sg
for faster processing, alternatively, please visit https://www.facebook.com/MachspeedHR for more jobs available, thank you.
You may also call +6563362530 (Look for BingCheng) to find out more
Thank you very much.       
Agency License No. 12C6200
EA Registration No: R1437671","$2,000","$1,800",Monthly,Junior Executive,"Production Planner (5 days, Clementi,  $1800-2000)"
74,0,Information Technology,AIK LEE SOLUTIONS PTE. LTD.,"Permanent, Contract, Full Time",Closing on 06 Mar 2019,East,Posted 04 Feb 2019,"Able to working both independently and as a team depending on the job scope assigned.
Willing to learn and work 
Able to run a project with the help of the team
Learn to manage a project 
Communicate effectively with client to identify priorities
Problem solving ability
Inquisitive mindset 
 ","$2,300","$1,700",Monthly,"Fresh/entry level, Non-executive",L1 IT Engineer / Technician
75,0,Accounting / Auditing / Taxation,BLACK SWAN SKYPE PTE. LTD.,Full Time,Closing on 06 Mar 2019,East,Posted 04 Feb 2019,"~ Prepare accurate and timely financial statements.
~ Calculate taxable income and the income tax liabilities of the organisation.
~ Calculate the cost of different types of capital financial instruments and the overall costs of capital for the organisation.
~ Compile accurate tax-related information for the organisation.
~ Compute the valuation of business and financial assets using different models.
~ Ensure the respective privileges and rights are in place within the accounting information system for users with different job roles and functions.
~ Extract data and provide analysis for management using relevant accounting information systems or software.
~ Implement policies and procedures with emphasis on internal controls to prevent possible fraud and errors.
~ Maintain accurate journal entries and allocations.
~ Manage accounts payable and receivables to help the organisation determine working capital needs and funding strategies.
~ Operate accounting information systems efficiently and effectively.
~ Participate in budgeting and forecasting activities.
~ Plan and coordinate the annual financial audit process.
~ Prepare asset, liability, and capital account entries by compiling and analysing account information.
~ Prepare financial statements and disclosure notes.
~ Provide accurate and timely tax and financial reports to the relevant authorities.
~ Provide data in relation to assets, capital rationing and cost of capital.
~ Reconcile accounts and provide analysis for the organisations financial transactions.
~ Resolve issues and deficiencies arising from audit findings.
~ Respond to internal and external auditors on audit data, variances and audit findings.","$2,600","$2,300",Monthly,Middle Management,account
76,2,Admin / Secretarial,APBA PTE. LTD.,"Temporary, Contract",Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"Minimum GCE ‘A’ Level / Diploma / Degree
Proficient in English
Able to work independently and an excellent team player who is task-orientated
Possess initiative and positive attitude
Proficient in Microsoft Office and has Good Excel Skills
Must be able to commit for at least 3 Months and above
Interested candidates, please forward a copy of your resume with a recent photo in word doc format to:
  vivien.khaw@apba-network.com
  We regret to inform that only shortlisted candidates will be notified","$2,000","$1,500",Monthly,"Fresh/entry level, Non-executive, Junior Executive",Temp Administrative Assistants x 5 / / up to $10.50 / hr
77,0,Admin / Secretarial,LESCHACO PTE LTD,Permanent,Closing on 06 Mar 2019,West,Posted 04 Feb 2019,"Minimum Diploma Level
Reasonably good command in written and spoken English
Possess good telephone etiquette and interpersonal skills
Must be meticulous, detail-oriented
Capable of handling high volume of documents
ability to function in an interruption-driven environment and able to prioritize, re-prioritize, multitask, and switch gears as needed",,,,Fresh/entry level,Administrator
78,0,Accounting / Auditing / Taxation,FONTERRA (SEA) PTE. LTD.,Full Time,Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"Skills and Experience Required
A qualified CPA with minimum 5-8 years of financial accounting and reporting experience with at least 3 years in the FMCG industry.
Proven track record of leading and driving business improvement with a strong orientation on performance
Able to consistently deliver outstanding performance and results.
Good leadership and people management skills. Proven skills in motivating and inspiring others; attracting, developing and retaining talent and building a pipeline for succession.
Experience in developing and implementing customer strategic business plans that enables long term growth.
Financial Acumen – complete understanding and an ability to navigate through company financial statements.
Proven ability to articulate monthly reports at the appropriate management level and provide insight to performance
Strong presentation and communication skills (oral and written)","$9,000","$7,000",Monthly,Manager,Finance Business Partner
79,0,Sciences / Laboratory / R&D,NATIONAL UNIVERSITY OF SINGAPORE,"Contract, Full Time",Closing on 06 Mar 2019,South,Posted 04 Feb 2019,"Requirements:
Applicants should possess a PhD in biology or related research field.
Experience in measuring plant physiological parameters (preferably experience measuring photosynthesis and/or sap flow) and plant functional traits.
Background knowledge and experience in plant ecophysiology, plant functional traits, urban ecology, green infrastructure, and/or plant biology.
Substantial experience working in physically strenuous outdoor field conditions.
Experience working with tropical plant species, or experience with plant species identification.
Ability to manage project logistics, lead project meetings, perform administrative tasks, troubleshoot equipment issues, and manage team members (e.g., Research Assistants, Student Researchers, etc).
Willingness to work both independently and in small teams, and participate in lab/team culture.
Experience with technical and scientific writing, evidenced by 2 to 3 publications in reputable journals.
Ability to be present in Singapore by the project start date in Spring 2019.
Application Procedure:
The application deadline is 01 MARCH, 2019.  For full consideration, please submit the following materials to Dr. Taylor Sloey via email at taylor.sloey@yale-nus.edu.sg
Cover letter
CV
Names and contact information of 3 references
Academic Transcripts
Sample of writing (published text)","$7,000","$4,000",Monthly,Non-executive,Postdoctoral Research Fellow
80,0,Banking and Finance,IFAST FINANCIAL PTE. LTD.,Contract,Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"High degree of initiative, dependability and ability to work with little supervision. High level of attention to details, hardworking and a strong sense of responsibility
Ability to collaborate with cross-functional, interdisciplinary teams to achieve tasks
Strategic and abstract thinking
Meticulous and able to work well in a fast paced environment
Proactive person and good problem solving skills
Strong sense of responsibility with strong analytical and organisational skills
Word document + Excel knowledge is a must
Candidates without working experience or less than 1 year of working experience are welcomed to apply
Must be willing to work on rotating shifts and on Singapore Public Holidays","$3,800","$2,600",Monthly,Executive,Operations Executive
81,0,"Admin / Secretarial, Customer Service",APBA PTE. LTD.,"Temporary, Contract",Closing on 06 Mar 2019,Islandwide,Posted 04 Feb 2019,"GCE ‘A’ Level / Diploma / Degree
Proficient in English and a second language so as to converse effectively with different groups of customers
Excellent team player who is task-orientated
Shows initiative and possess a positive attitude
Possess Good Customer Service Skills
Proficient in Microsoft Office Words and Excel
Interested candidates, please forward a copy of your resume with a recent photo in word doc format to:
Vivien.khaw@apba-network.com
We regret to inform that only shortlisted candidates will be notified","$2,000","$1,500",Monthly,"Fresh/entry level, Non-executive, Junior Executive",*Immediate Positions* Temp Admin / Customer Service - up to $11.50 / hr
82,1,"Engineering, Hospitality","THE RITZ-CARLTON, MILLENIA SINGAPORE",Full Time,Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"CANDIDATE PROFILE
Education and Experience
• High school diploma or GED; 4 years experience in the engineering and maintenance or related professional area; technical training in HVAC-R/electrical/plumbing.
OR
• 2-year degree from an accredited university in Building and Construction, Engineering, Mechanics, or related major; 1 year experience in the engineering and maintenance or related professional area; technical training in HVAC-R/electrical/plumbing.",,,,Manager,Engineering - Maintenance Engineer
83,0,Admin / Secretarial,FORMWERKZ PTE. LTD.,Temporary,Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"~ Apply for grants for learning programmes
~ Assist in the administration of assessments
~ Collate assessment data
~ Collate data from line managers about current competencies of their employees
~ Collate learning evaluation surveys
~ Communicate assessment procedure to candidates
~ Coordinate resources and logistics for learning courses
~ Document critical roles identified in the organisation
~ Document learning needs
~ Document learning programmes
~ Document succession plans and potential successors for critical roles as designed by HR Manager
~ Ensure employee exit formalities are complete before employee leaves
~ Evaluate learning expenses against allocated budgets
~ Gather information about assessment tools to provide suggestions
~ Generate learning and post-learning reports
~ Liaise with nominated internal trainers on learning requirements
~ Maintain e-learning systems
~ Maintain employee exits and retirement records
~ Maintain learning courses schedules
~ Maintain learning resources inventory
~ Maintain talent pool lists by levels to analyse talent gaps
~ Prepare reports on succession planning activities
~ Provide administrative and coordination support for high potential programmes
~ Register employees for learning courses
~ Research for external learning vendors for learning programmes
~ Respond to employee queries relating to exit and retirement processes
~ Respond to employee queries relating to talent assessment
~ Send learning course instructions and reminders to employees
~ Track employee participation rate
~ Utilise profiling tools to identify workforce learning needs","$2,200","$2,000",Monthly,Fresh/entry level,Temp HR Admin
84,1,Sales / Retail,GOOGLE ASIA PACIFIC PTE. LTD.,Full Time,Closing on 06 Mar 2019,South,Posted 04 Feb 2019,"Minimum qualifications:
- Bachelor's degree or equivalent practical experience.
- 10 years of experience in consultative sales.
- Experience with TV measurement tools.
- Experience working with international brands, brand marketing, brand strategy and media planning in Southeast Asia
Preferred qualifications:
- Experience with strategically recommending multimedia solutions.
- Strong presentation and communication skills and experience presenting to clients and stakeholders. At ease working in multicultural, cross-functional teams.","$29,000","$14,500",Monthly,Senior Executive,"Brand Measurement Lead, Reach Planning - Singapore"
85,0,Engineering,GOOGLE ASIA PACIFIC PTE. LTD.,Full Time,Closing on 06 Mar 2019,South,Posted 04 Feb 2019,"Minimum qualifications:
- Bachelor's degree in a technical field, or equivalent practical experience.
- 3 years of Android application development experience.
- Programming experience in C, C++ or Java.
- Experience with server-side web frameworks such as JSP or ASP.Net.
Preferred qualifications:
- Development experience in designing modular, object-oriented JavaScript.
- Experience with user interface frameworks such as XUL, Flex and XAML.
- Experience with HTML, JavaScript, CSS and GWT.
- Knowledge of user interface design.","$10,200","$5,100",Monthly,Junior Executive,"Software Engineer, Front End Development - Singapore"
86,0,Architecture / Interior Design,NOVELTY PROJECT SERVICES PTE. LTD.,Full Time,Closing on 06 Mar 2019,North,Posted 04 Feb 2019,"Technical Skills
Diploma or ITE Cert holder  in Interior Design
Proficient in Autocad as well as hand sketch designs
Computer literate and proficient in Microsoft Office
  Soft s    Soft Skills
Good command of English (both written and spoken)
Independent and detail-oriented","$4,000","$2,000",Monthly,Junior Executive,Interior Designer
87,0,"Engineering, Sciences / Laboratory / R&D",NANYANG TECHNOLOGICAL UNIVERSITY,"Contract, Full Time",Closing on 06 Mar 2019,West,Posted 04 Feb 2019,"Bachelor's Degree in Science or Engineering and research experience are required. Programming skills and/or rodent handling experience.
Research experience and strong knowledge in neuroscience.
Publication showing above-mentioned skills and experience is preferred.","$7,000","$3,500",Monthly,Professional,Project Officer
88,0,"Engineering, Sciences / Laboratory / R&D",NANYANG TECHNOLOGICAL UNIVERSITY,"Contract, Full Time",Closing on 06 Mar 2019,West,Posted 04 Feb 2019,"Bachelor's Degree in Science or Engineering
Programming skills and experience in electrophysiological recording are strongly preferred. If an applicant does not have this skill/experience, molecular biology and cell biology skills or rodent handling/experiement experience are required.","$4,500","$2,500",Monthly,Professional,Project Officer
89,0,Information Technology,SUNNIC PTE. LTD.,Permanent,Closing on 06 Mar 2019,Central,Posted 04 Feb 2019,"Requirement
Strong analytical, problem solving, communication and interpersonal skills
Computer Science/Computer Engineering/Information Engineering or equivalent discipline
At least 2 years’ experience delivering application development
Expert understanding of software engineering with Java/C++ programming language (development experience a must).","$3,900","$2,900",Monthly,Executive,it security engineer
90,1,Hospitality,OAKWOOD WORLDWIDE (ASIA) PTE. LTD.,Full Time,Closing on 06 Mar 2019,South,Posted 04 Feb 2019,"WHAT WE REQUIRE
At least a Bachelor’s degree in Business, Hospitality, Statistical Analysis, Finance or Accounting.
At least 1 year of experience in an analytical role in real-estate / travel / hospitality industry (preferred)
An effective communicator and comfortable with interacting with senior management team in the Asia-Pacific region.
Comfortable working with numbers and a keen eye to details is a must
Proficient in Microsoft Office application - especially in Excel VBAs or Macros.
  WHAT WE LOOK FOR
Demonstrates solid judgment when interpreting data; helps team to develop professional acumen.
Writes concisely and coherently; prepares and assists in the delivery of both internal and client presentations; demonstrates confidence and assertiveness when interacting with clients, colleagues and supervisors
Strong academic background with good knowledge of standards of accounting reporting requirements
Ability to work under pressure and effectively handle concurrent tasks
Self-starter, meticulous and organised
  If you believe you are the candidate we are seeking, please provide your resume giving full details of qualification(s), experience(s), as well as current and expected salary. We regret that only short-listed candidates will be notified.","$4,900","$3,600",Monthly,Manager,Analyst
91,0,Accounting / Auditing / Taxation,KIMBERLEY CONSULTING PTE. LTD.,Permanent,Closing on 12 Feb 2019,Central,Posted 04 Feb 2019,"Requirements:
Minimum degree in Banking/Finance/Accounting, with at least 4 years’ experience, preferably in an MNC environment/banking industry
Good communication skills
Excellent working knowledge of Microsoft Excel & Word, and exposure to Powerpoint preferred
Ability to work in a team, as well as handling independent responsibilities
Possess strong initiative and good interpersonal skills, with the ability to interact at various levels within the organization as well as with external counterparties
Exposure to an ERP environment, such as SAP or Oracle, will be an added advantage
  Interested applicants, please email a copy of your latest resume.
Kimberley Consulting
Reg No: 10C5555
Hoe ChangBang
EA License: R1435209",,,,Executive,Corporate Treasury Officer / Executive (Commodities)
92,0,Healthcare / Pharmaceutical,NATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD,"Contract, Full Time",Closing on 06 Mar 2019,South,Posted 04 Feb 2019,"The Requirements
Degree in life sciences or equivalent 
Able to perform cell cytospin on patient’s sample
Other laboratory work such as ELISA, flow cytometry and western blot are preferable
Experience in patient management is preferable
Good written and communication skills. 
Possess strong interpersonal skills
Team player
Interested applicants are invited to email a detailed resume stating your current and expected salary to alliedhealth@nuhs.edu.sg
Please indicate in the subject title as: ""Applying for position of “Clinical Research Coordinator, Medicine Department (Contract)”
We regret that only shortlisted candidates will be notified.
 ","$5,000","$2,500",Monthly,"Fresh/entry level, Executive","Clinical Research Coordinator, Medicine Department (Contract)"
93,0,Hospitality,OAKWOOD WORLDWIDE (ASIA) PTE. LTD.,Full Time,Closing on 06 Mar 2019,South,Posted 04 Feb 2019,"WHAT WE REQUIRE
At least a Bachelor’s degree in Business, Hospitality, Statistical Analysis, Finance or Accounting.
At least 2 years of experience in an analytical role in real-estate / travel / hospitality industry (preferred)
An effective communicator and comfortable with interacting with senior management team in the Asia-Pacific region.
Comfortable working with numbers and a keen eye to details is a must
Proficient in Microsoft Office application - especially in Excel VBAs or Macros.
  WHAT WE LOOK FOR
Demonstrates solid judgment when interpreting data; helps team to develop professional acumen.
Writes concisely and coherently; prepares and assists in the delivery of both internal and client presentations; demonstrates confidence and assertiveness when interacting with clients, colleagues and supervisors
Strong academic background with good knowledge of standards of accounting reporting requirements
Ability to work under pressure and effectively handle concurrent tasks
Self-starter, meticulous and organised
  If you believe you are the candidate we are seeking, please provide your resume giving full details of qualification(s), experience(s), as well as current and expected salary. We regret that only short-listed candidates will be notified.","$5,950","$4,000",Monthly,Manager,Senior Analyst
94,0,Healthcare / Pharmaceutical,SANOFI-AVENTIS SINGAPORE PTE. LTD.,Full Time,Closing on 06 Mar 2019,East,Posted 04 Feb 2019,"Educational Background
Master Degree in Business Management/Supply Chain or Logistics
Professional Experience
Strong experience in managing programs and transformation initiatives
Demonstrate a strong overall understanding of Supply Chain in the Pharmaceutical industry, with at least 15 years of experience (including 10 years of supply chain & logistics experience)
Major Skills and Competencies
Leadership and management skills
Ability to structure, organize, and anticipate
Coordination skills and strong synthetic skills
Ability to create change management momentum, motivate/convince people
Accountability, reliability and ability to work in transparency
Leadership and ability to challenge, open minded and active listening.
Ability to perform independently and in a collaborative environment.
Communication and interaction skills, including tact and diplomacy to exchange and escalade information throughout organization.
Ability to perform independently while being a good team player and in a collaborative environment
Fluent in English, French/Spanish is a plus","$18,000","$12,000",Monthly,Senior Management,SCCORE ASIA JPAC Deploy Hub Head
95,0,Public / Civil Service,SKILLSFUTURE SINGAPORE AGENCY,Temporary,Closing on 31 Mar 2019,Temporary,Posted 04 Feb 2019,,,,,,"Manager, Grant Audit (Fraud and Enforcement Division) (Temporary Contract)"
96,0,Sciences / Laboratory / R&D,NATIONAL UNIVERSITY OF SINGAPORE,Contract,Closing on 06 Mar 2019,South,Posted 04 Feb 2019,"·         A Ph.D. in molecular biology, cancer biology or related area.
·         Strong background in lung cancer research and working knowledge of basic molecular and cellular biology techniques such as cell culture, cloning, real-time PCR and western blotting. 
·         Experience with in vivo animal models, particularly mice.
·         Expertise in RNA biology (including but not limited to microRNAs) is desirable.
·         Experience with analyses of human clinical samples, RNA sequencing, single-cell RNA sequencing and chromatin immunoprecipitation.
·         Ability to independently lead research projects and critically analyse data.
·         A proven track record in the form of publications in international English language journals.
·         Ability to communicate in written and spoken English.","$7,000","$5,000",Monthly,Professional,Research Fellow
97,0,Engineering,LOURDES GAVIN PTE. LTD.,Full Time,Closing on 06 Mar 2019,West,Posted 04 Feb 2019,"Min Diploma in Mechanical Engineering
Min 2 years of relevant experience in manufacturing industry
Proficiency in MS Office
Must be able to work independently with positive attitude
A team player and result orientated
Interested applicants please submit your resume to joepster.lim@lourdesgavin.com","$3,000","$2,000",Monthly,Junior Executive,Assistant Engineer (Plating)
98,1,"Information Technology, General Management, Manufacturing, Others",CLARIANT (SINGAPORE) PTE. LTD.,Full Time,Closing on 03 Mar 2019,West,Posted 04 Feb 2019,Master's Degree in appropriate field of study or equivalent work experience.,"$15,000","$10,000",Monthly,"Middle Management, Manager",Global Business Owner (MyMatch)
99,0,Information Technology,"TURNER BROADCASTING SALES SOUTHEAST ASIA, INC","Permanent, Full Time",Closing on 03 Mar 2019,Islandwide,Posted 04 Feb 2019,"Essential:
Hold a university degree within ICT, preferably in Computer Science or Information Systems related
10+ years' experience in a similar role
Previous experience working in an international Media company environment
Deep understanding of Broadcast Operations
Relevant experience in supporting Post Production equipment including but not limited to Edit Suites, Adobe Suite of Products, Edit Share, Aspera, Signiant
Problem-solving and analytical skills with proven ability to troubleshoot and resolve technical issues, both hardware and software
Extensive knowledge of Microsoft Windows OS, Mac OSX, Microsoft Office 365, and iOS and Android
Experience and ability to prepare and run training sessions (such as Lunch and Learn) for a wide and international audience
Demonstrate unparalleled attention to detail and excellent organisational skills
Possess a strong work ethic, perseverance and flexibility
Thrive on solving problems and wanting to get to the root cause
Have the ability to communicate with users at all levels in a timely and effective manner.
Working knowledge of Windows Server OS, Active Directory, and LAN concepts
Solid written and verbal communication skills and exceptional listening skills in order to efficiently communicate complex technical concepts to end users
Familiarity with ticketing systems (Service Now, JIRA, Zendesk)
Familiarity with AV systems (PolyCom, BlueJeans, Cisco Tele-Presence)
Understanding of ITIL framework ideally at foundation level
Prepare and maintain technical, process and support documentation
Desirable:
A+, MOS, MCP, MCS, MCSE, ITIL Foundation
Working knowledge of Adobe applications
Font management in an international environment
Experience with Avaya Phone System Manager
Experience with antivirus tools (Symantec, Taps etc) and firewall technologies
Knowledge of MDM solution (Mobile Iron, AirWatch)
Administration and deploy level experience using Altiris
Familiarity with Follow Me Printing","$7,600","$6,100",Monthly,Professional,"Senior IT Analyst, APAC"
100,0,Others,NATIONAL UNIVERSITY HEALTH SYSTEM PTE. LTD.,Full Time,Closing on 02 Mar 2019,South,Posted 04 Feb 2019,"Good degree in any discipline
At least 4 years of working experience
Good communications skills","$4,500","$3,300",Monthly,Senior Executive,"Senior Executive, Community Planning (Primary Care Partnerships), RHS Planning Office"
