,Applications,Categories,Company,EmployType,ExpiryDate,Location,PostedDate,Requirements,SalaryHigh,SalaryLow,SalaryRate,Seniority,Title
47,9,Banking and Finance,COMPANY UNDISCLOSED,Temporary,Closing on 10 Feb 2019,Central,Posted 11 Jan 2019,"Business & Technical Skills:
Demonstrates broad working knowledge of the department’s functional responsibilities and interdependencies with various business partners, and in-depth knowledge of functional team responsibilities, procedures, risks and controls.  
Demonstrates in-depth knowledge of the investment management industry as it relates to securities, investment operations, competitive landscape, and regulatory environment.  Exhibits and shares knowledge in policies, practices, trends, technology and information affecting the department/ business area. 
Demonstrates in-depth knowledge of Excel, Microsoft, and other business applications and ability to apply it to work assignments.","$17,000","$13,000",Monthly,Senior Executive,Global Securities Operations Lead Analyst
48,15,Banking and Finance,COMPANY UNDISCLOSED,Permanent,Closing on 10 Feb 2019,Central,Posted 11 Jan 2019,"  Qualifications:
3-5 years’ experience in an analytical role in Fixed Income.
Demonstrates strong knowledge of Fixed Income analytics.
Professional qualification in finance or bachelors/ Master’s degree in finance, economics or a quantitative field.
Experience with Blackrock’s Aladdin suite of Risk analytics and reporting tools is desirable but not essential.
Demonstrates ability to communicate effectively, both orally and in writing, to both investment and technology professionals with varying degrees of knowledge with respect to Fixed Income analytics and models
Demonstrates intellectual curiosity and analytical skills in areas of high complexity.
Demonstrates sound judgment in resolving matters of high complexity.
Demonstrates initiative by identifying issues and recommending solutions on complex and broad matters.
Demonstrates effective written and oral communication skills with a diverse group of associates, senior business leaders and a diverse group of individuals outside the organization.
Demonstrates ability to collaborate and develop/maintain working relationships inside and outside the organization to enable effective completion of business objectives.
Demonstrates effectiveness in leading/facilitating with senior business leaders on broad/controversial topics inside and outside the organization.
Demonstrates in-depth knowledge of quantitative disciplines. Exhibits knowledge in current and possible future policies, practices, trends, technology and information affecting the department/business area.","$16,000","$12,000",Monthly,Senior Executive,Risk & Quantitative Solutions Analyst
49,21,Accounting / Auditing / Taxation,COMPANY UNDISCLOSED,Permanent,Closing on 10 Feb 2019,Central,Posted 11 Jan 2019,"Pre-requisites: 
- Some experience with Accounts Payable function in the finance department (at least 3 years)
- Familiar with Microsoft Excel and Word
- Experience with SAP is preferred but not required
- Willing to learn and positive attitude
Job Description:
-       Daily sales checking for shops
-       Data entry, preparing and processing of payments
-       Inventory management – stock-in and adjustments
-       Other ad-hoc duties/running errands","$3,000","$2,000",Monthly,Executive,Accounts and Admin Assistant
50,3,Information Technology,COMPANY UNDISCLOSED,Contract,Closing on 10 Feb 2019,South,Posted 11 Jan 2019,"a. Minimum 5 years maintenance experience of SAP Project System (PS), including interfaces to external systems, covering at least 3 full cycle implementation of SAP Financial Accounting (FICO) and Sales and Distribution (SD).
b. Minimum 5 years functional configuration experience in SAP PS.","$11,000","$7,000",Monthly,Executive,SAP Senior Project Accounting Consultant
51,27,Accounting / Auditing / Taxation,COMPANY UNDISCLOSED,Permanent,Closing on 10 Feb 2019,West,Posted 11 Jan 2019,"Qualifications & Requirements:
Minimum Certified Accounting technician (CAT) qualification, Group LCCI Diploma in Accounting, Diploma in Accountancy from local Polytechnics.
Minimum 1 to 2 years experience in similar position
Proficient in Microsoft office.
Working knowledge in QuickBooks preferred.
Good working attitude and good team player.
Excellent skills in communication and collaboration.
Meticulous and have an eye for details.
Ability to work within tight timelines.
Must be able to multi-tasks.","$3,500","$2,000",Monthly,Executive,Accounts Executive
52,19,Human Resources,COMPANY UNDISCLOSED,Contract,Closing on 10 Feb 2019,South,Posted 11 Jan 2019,"Degree from a good University in Human Resource Management or relevant qualifications
Proven track record with at least 5 years of relevant working experience in a similar position in HR Talent Acqusition or Business Partner role equivalent, preferably with minimum 3 years in an educational environment.
Analytical & meticulous inclination
Comfortable with numbers & HR management reporting
Possess excellent planning, communication, interpersonal and writing skills.
Good organisational & stakeholder management skills
A dynamic team player, hands-on, self-driven and customer-focused.
Ability to multi-task in a dynamic and fast-paced environment.
Good knowledge of Employment Act
Pageup & SAP experience is advantageous.
Highly IT savvy and proficient in Microsoft Office (Excel, PPT etc.)
Track record in using social media recruitment platforms, working with recruiters and organizing carrer events.","$5,500","$4,500",Monthly,Professional,Assistant HR Manager
53,39,Accounting / Auditing / Taxation,COMPANY UNDISCLOSED,Full Time,Closing on 10 Feb 2019,East,Posted 11 Jan 2019,"Job Description
 1)     Prepare full set of accounts using SAP, including financial package/management reports and audit schedule
2)     Maintain fixed assets ledger
3)     Responsible for balance sheet account reconciliation and journal entries 
4)     Ensure timely, accurate month-end closing and financial reporting per group’s timelines.  Ensure compliance to financial regulations and guideline
5)     Ensure timely submission of tax (GST & Withholding tax) & CPF contribution
6)     Responsible for maintaining customer credit risk category/limit.
7)     Manage cashflow. 
8)     Review vendor invoices & approve payment
9)     Perform intercompany billing and reconciliation
10)  Perform billings for reimbursement of expenses & commission to agents
11)  Prepare yearly budget and review with individual department on variance
12)  Coordinate and liaise with external auditor, tax agents and corporate secretarial agents where required.
13)  To manage tax provision and coordinate tax queries / audit and review all tax papers on regular basis.  Handle all information request from tax consultant & IRAS.
14)  Review of petty cash expenses submitted by admin manager
15)  Responsible for preparing monthly payroll for average of 65 employees
16)  Yearly IR8E or (IR21 if required)
Job requirements :
Min 5 years of accounting experience preferred.
Diploma/Degree from Accounting/Finance
Knowledge in SAP system
Mature, independent with right work ethics and team player
Good interpersonal skills with ability to communicate well with all level of employees.
     ",,,,Manager,Accountant
54,4,Advertising / Media,COMPANY UNDISCLOSED,Permanent,Closing on 10 Feb 2019,Central,Posted 11 Jan 2019,"Qualifications
Education: 
Bachelor's degree 
  Work Experience:
3-4 years of experience digital media experience across display, video, social and mobile
A minimum of 1+ years in-console audience-based RTB media
  Skills:
Knowledge of digital media systems and tools (i.e. ad servers, attribution, tagging, ad verification)
Knowledge of ad targeting methodologies
Knowledge of media optimization methodologies
Understanding of ad networks, exchanges and/or auction marketplaces, with the ability to manage bid pricing and optimization levers to meet client goals
Knowledge of online media metrics and analysis
Proficiency in MSFT Office; deep experience with data analysis in Excel, including pivot tables and advanced functions
Knowledge of media billing process
Familiarity with general IT and internet technologies
Data analysis experience
Strong analytical, problem solving and critical thinking skills
Can multi-task, prioritize, and balance time across clients, multiple partner relationships and internal initiatives on a daily basis while maintaining a profound attention to detail
Excellent written and verbal communicator
Outstanding relationship and business builder
Forward / innovative thinker with an ability to design / deliver within current capability, process, technology
Collaborative team-player yet comfortable with independence 
 ","$10,000","$6,000",Monthly,Senior Executive,Associate Programmatic Director
55,3,Engineering,COMPANY UNDISCLOSED,Temporary,Closing on 10 Feb 2019,West,Posted 11 Jan 2019,"    Requirements:
Bachelor’s degree in Civil Engineering.
Minimum of 10 years & above in the field of years plant engineering design and construction experience in Oil & Gas, Refinery, Petrochemical, Chemical, Pharmaceutical and industrial plants with consistent career experience in the engineering department
     Skill Requirements:
Ability to use computer equipment and peripherals to carry out routine computing tasks.
Possess knowledge on STAAD, AutoCAD and Micro station.
Possess good communication and technical skills
Possess strong leadership qualities and analytical and reasoning abilities.
Ability to read, analyzes, and interprets common technical information, contracts reports and instructions.",,,,Executive,Senior Civil & Structural Engineer (1-year Contract)
56,10,Information Technology,MONEYSMART SINGAPORE PTE. LTD.,Full Time,Closing on 09 Feb 2019,South,Posted 10 Jan 2019,"Requirements
6+ years of professional experience building data products
Experienced in developing large scale, production, server side Big Data applications
Experience with Big Data technologies like Hadoop / Spark / Kafka / HBase / Aerospike/ Elasticsearch
Experience in data warehouse data modeling
A strong software developer with a passion for technology and scalable world-class software systems
Self-motivated, positive-thinking, team player, leader, problem-solver
Passion for testing
Knowledgeable on modern software development with a preference for Agile methods
Ability to build APIs for the data infrastructure
Competencies
Estimate accurately
Self motivated
Accountable and responsible
Follow rules
Opinionated but rational
Cultural Competencies
Build a positive team and family spirit
Engage, disagree and commit
Be humble
Do more with less
Always pursue learning and growth
Stay hungry and take ownership","$12,000","$7,000",Monthly,Manager,Data Team Lead
57,0,"Others, Public / Civil Service",MINISTRY OF HOME AFFAIRS,Full Time,Closing on 09 Feb 2019,Full Time,Posted 10 Jan 2019,,,,,,"Senior Assistant Director / Deputy Director (Data Science Unit), Planning and Organization Division"
58,0,"Others, Public / Civil Service",MINISTRY OF HOME AFFAIRS,Full Time,Closing on 09 Feb 2019,Full Time,Posted 10 Jan 2019,,,,,,"Assistant Director / Senior Manager, Data Analysis (Data Science Unit), Planning and Organization Division"
59,10,"Banking and Finance, Engineering, Others",CAPITAL MATCH PLATFORM PTE. LTD.,"Permanent, Full Time",Closing on 09 Feb 2019,Central,Posted 10 Jan 2019,"QUALIFICATIONS
Minimum 3-5 years of coding, machine learning and large-scale data analysis experience.
Past experience in credit risk technology and providing solutions for financial institutions would be highly valuable.
Background in fintech, credit risk and/or especially lending/invoice financing space would be a great advantage.
Minimum exposure to and understanding of XP practices (TDD, CI, Emergent Design, Refactoring, Peer review and programming, Continuous improvement) is expected.
Familiarity with Linux systems and command-line environment would be helpful to perform well in this role.
An individual who is eager to use data to come up with new ideas to improve decisions, who is driven by making impact through actionable insights and improvements, and who is not afraid to take risks and try new things.
Willing to be based in Singapore.
WHAT WE OFFER
Salary of SGD 5,000-10,000/month (depending on experience and qualifications).
Equity options for outstanding candidates.","$10,000","$5,000",Monthly,Senior Executive,Lead Data Scientist
60,10,Others,GUMI ASIA PTE. LTD.,Full Time,Closing on 09 Feb 2019,South,Posted 10 Jan 2019,"Minimum Diploma/ Degree in Statistics/Computer Science
Minimum 2 year's experience in Data Management, Consolidation and Analysis Preferred
High proficiency in Microsoft Excel is required
Previous experiences with R and MySQL will be highly valued.
Possess excellent problem solving, presentation, organizational and project management
Good communication skill and interpersonal skill","$3,800","$2,800",Monthly,Junior Executive,Data Analyst
61,29,Information Technology,GRABTAXI HOLDINGS PTE. LTD.,"Permanent, Full Time",Closing on 09 Feb 2019,"North, Central",Posted 10 Jan 2019,"The must haves:
Bachelors degree in Statistics, Analytics, Economics, Mathematics, Engineering or other quantitative subjects are required.
Knowledge of analytical tools, including database querying (SQL), Excel (VBA, Pivot), Tableau. R/Python and SAS, etc – preferred.
Strong analytical experience and business acumen, preferably in e-commerce or internet industry.
Fundamental understanding of internet advertising technologies (cookies, DSP, SSP, RTB) and the marketing channel attribution model.
Ability to work with complex data sets, and combine data from multiple sources into a single dashboard/reporting system.
Fast learner; ability to acquire new technical skills as needed.
Versatile, self-driven, detail-oriented.
Good communication skills.
Full professional working proficiency in the English language is required.
Programming skills such as Python will be an advantage.
We use technologies like Holistics and Tableau. Any background in these or similar technologies is definitely a plus.","$8,000","$5,000",Monthly,"Executive, Senior Executive",Senior Data Analyst
62,0,"Others, Public / Civil Service",MINISTRY OF HOME AFFAIRS,Full Time,Closing on 09 Feb 2019,Full Time,Posted 10 Jan 2019,,,,,,"Assistant Director / Senior Manager, Operations Research (Data Science Unit), Planning and Organization Division"
63,19,Others,IHS GLOBAL PTE. LTD.,"Permanent, Full Time",Closing on 09 Feb 2019,Central,Posted 10 Jan 2019,"Minimum Qualifications
Bachelor’s degree with 1 to 3 years experience in the shipping industry
Highly skilled in Excel and PowerPoint
KNowledge of SQL preferred
Ability to prioritize tasks and coordinate with others.
Must have the ability to interpret and analyze past reports and what should be included with the new data.
Professional communication and presentation skills .
Demonstrated knowledge of statistics and an analytical aptitude.","$65,000","$55,000",Annually,Executive,Dry Bulk Shipping Data Analyst
64,6,Information Technology,ITCAN PTE. LIMITED,Full Time,Closing on 09 Feb 2019,Islandwide,Posted 10 Jan 2019,"Diploma with 2 years into Data Centre environment
Troubleshoot Data Centre systems/networks to diagnose a problem and administer
Perform backup on all systems to ensure recovery of important data in event of system failure.
Install Hardware, server, Switches and Appliance.","$3,500","$2,500",Monthly,"Professional, Non-executive",Data Centre Engineer / Operator
65,38,Admin / Secretarial,INSPIRATION DESIGN INTERNATIONAL SCHOOL PTE. LTD.,"Part Time, Contract, Full Time, Internship",Closing on 09 Feb 2019,South,Posted 10 Jan 2019,"completed Secondary Education/GCE""O"" level/GCE A level/SPM
Fomal computertraining and advantage.
Proficient in relevantcomputer applications such as MS OFFICE.
Knowledge of clerical and administrative procedures.","$2,000","$1,300",Monthly,Junior Executive,Data Entry Clerk
66,17,Marketing / Public Relations,UNILEVER ASIA PRIVATE LIMITED,"Permanent, Full Time",Closing on 09 Feb 2019,South,Posted 10 Jan 2019,"Essential:
Ambassador of data driven marketing
Has 5+ years of experience in Digital Marketing
Knowledge of Digital Marketing campaigns
Deep understanding of the digital ecosystem (including social media &) and its strategic move at global and local levels 
Strong analytical skills and appreciation of coding languages, data sources, data matching and data acquisition
An excellent communicator with senior stakeholders, peers and reports (conversational and presentational)
Proven project management skills, particularly around assessing priorities and managing workloads
Experienced in working in an Agile environment and working in scrum / squad teams
Excellent listening skills and the ability to understand and articulate customer needs in business and more technical vocabulary
Experience managing relationships within a large, multinational, matrix organisation
Experience working as or with marketing stakeholders/agencies and an understanding of their likely challenges and information requirements
Experience planning & delivering CRM campaigns (Email / SMS marketing / Media)
Strong knowledge of Adobe Marketing Cloud suite (or similar) as bonus but not prerequisite
  Desirable:
Diplomatic, transparent and persuasive.
Project management experience, particularly around managing delivery or implementation
Experience executing personalized communications & tracking the impact of different personalization techniques to drive business value
Experience coordinating the introduction of a new internal service or capability at a major organization.
Passion for the social & digital world and its implications for business","$9,000","$5,000",Monthly,"Professional, Executive",Data Driven Marketing Engagement Specialist
67,10,"Accounting / Auditing / Taxation, Admin / Secretarial",JOBFITTER LLP,"Temporary, Contract",Closing on 09 Feb 2019,Islandwide,Posted 10 Jan 2019,"- Able to start work immediately 
- 5 day work week- Monday to Friday
- Minimum 3 months
- Students are welcome to apply
Interested candidate, kindly contact 66598277, or whatsapp 82112714 or send resume to contact@jobfitter.com.sg","$2,000","$1,500",Monthly,"Fresh/entry level, Non-executive",Data Entry Cum Finance Clerk
68,0,Information Technology,DBS BANK LTD.,Full Time,Closing on 09 Feb 2019,East,Posted 10 Jan 2019,"6 - 8 years of experience in application development of which 2+ years in banking 
2 to 3 years hands-on experience in Hadoop eco-system (including Pig, HBase, Flume, Hive, Kafka)
Proficiency with Java, Scala, HBase, Hive, Map Reduce, ETL, Kafka and Mongo
Hands-on experience in back-end programming, particularly Java and Scala
Hands-on experience in data ingestion frameworks such as Apache NIFI, Scoop and Flume
Analytical and problem-solving skills; the implementation of these skills in Big Data domain
Angular JS and other modern JavaScript framework HTML5, CSS, JavaScript, JSON is plus
Proficiency with Tivoli Workload Scheduler, JIRA, Confluence, Jenkins and GIT
  Desired
  Additional experience on developing service based application
Excellent analytical skills; Proficient in MS Office and able to produce board-level documentation
Fluency in written and spoken English; Good communication and interpersonal skills
Self-starter who sets and meets challenging personal targets; 
Understanding of current technologies employed by Tier 1 Investment Banking Institutions
Must be a team player","$11,700","$6,500",Monthly,Senior Executive,"AVP, Big Data Risk Developer, Middle Office Technology, T&O (19000058)"
69,1,Information Technology,DBS BANK LTD.,Full Time,Closing on 09 Feb 2019,East,Posted 10 Jan 2019,"6 - 8 years of experience in application development of which 2+ years in banking 
2 to 3 years hands-on experience in Hadoop eco-system (including Pig, HBase, Flume, Hive, Kafka)
Proficiency with Java, Scala, HBase, Hive, Map Reduce, ETL, Kafka and Mongo
Hands-on experience in back-end programming, particularly Java and Scala
Hands-on experience in data ingestion frameworks such as Apache NIFI, Scoop and Flume
Analytical and problem-solving skills; the implementation of these skills in Big Data domain
Angular JS and other modern JavaScript framework HTML5, CSS, JavaScript, JSON is plus
Proficiency with Tivoli Workload Scheduler, JIRA, Confluence, Jenkins and GIT
  Desired
  Additional experience on developing service based application
Excellent analytical skills; Proficient in MS Office and able to produce board-level documentation
Fluency in written and spoken English; Good communication and interpersonal skills
Self-starter who sets and meets challenging personal targets; 
Understanding of current technologies employed by Tier 1 Investment Banking Institutions
Must be a team player","$9,000","$5,000",Monthly,Senior Executive,"Snr Associate, Big Data Risk Developer, Middle Office Technology, T&O (19000058)"
70,12,Engineering,INFINEON TECHNOLOGIES ASIA PACIFIC PTE LTD,Permanent,Closing on 09 Feb 2019,East,Posted 10 Jan 2019,"University degree in Computer Science or Electrical Engineering
No prior employment required if you are an active technical hobbyist
Coding experience in Python 
Experience with embedded system development using C-language
Understanding of electronics / electrical circuits, can debug the system
Experience in embedded Linux is preferred
Microcontroller and standard peripherals know-how is preferred
A team self-motivator, demonstrated ability to independently explore and acquire new technologies to enable his project
Able to travel occasionally when required","$5,500","$3,000",Monthly,"Fresh/entry level, Professional, Junior Executive",Application Engineer - Smart Systems with AI & Data Technology
71,2,"Banking and Finance, Information Technology",NTT DATA SINGAPORE PTE. LTD.,Contract,Closing on 09 Feb 2019,East,Posted 10 Jan 2019,"5 years of production support experience as Middleware System administrator
Solid experience on JBOSS, WebSphere App Server, MQ, IBM HTTP Server including build, general administration, troubleshooting (Break/Fix) and performance tuning skills","$7,000","$5,000",Monthly,"Professional, Executive, Senior Executive",Middleware System administrator
72,3,"Banking and Finance, Information Technology",NTT DATA SINGAPORE PTE. LTD.,Contract,Closing on 09 Feb 2019,East,Posted 10 Jan 2019,"  To work closely with users of Group Product Control in understanding business needs and develop applications to support Finance
To build WPF solutions to meet business requirements using the in house framework which is based on MVVM.
Maintain and support existing applications.
Requirements
A good Bachelor Degree in computer science
At least 5 years of working experience in developing software using object oriented methodology.
Proven expertise in designing and developing corporate software.
Strong technical skills in .NET technologies are essential. Working Experience in WPF, WCF programming.
Excellent in Microsoft SQL Server, Reporting Services, SSIS and writing stored procedures.","$5,500","$4,000",Monthly,"Executive, Junior Executive, Senior Executive",DotNet Developer
73,2,Information Technology,NTT DATA SINGAPORE PTE. LTD.,Contract,Closing on 09 Feb 2019,East,Posted 10 Jan 2019,"Strong hands-on experience in Java 8
Good knowledge in JMS (Active MQ, Kafka, Rabbit MQ)
Apache Camel
Spring, Spring Boot, Spring Batch, Spring Cloud
ORM like Hibernate or JPA
Familiar with Linux operation system
Strong knowledge in SQL (Oracle, MySQL, MariaDB)
NoSQL Database like MongoDB, Cassandra
Good-to-have
Cloud Platforms like AWS, Open Shift
 Good knowledge on Microservice & Docker
 UI Frameworks: AngularJS or ReactJS or ExtJS, JavaScript, jQuery
 Good to have knowledge on ELK stack
 Big Data exposure with Hadoop, HIVE, Spark, Impala, Sqoop, Oozie","$7,800","$5,000",Monthly,"Professional, Senior Executive",Senior Java Developer
74,1,"Banking and Finance, Information Technology",NTT DATA SINGAPORE PTE. LTD.,Contract,Closing on 09 Feb 2019,East,Posted 10 Jan 2019,"At least 5 years’ working experience as an App Developer; preferably in IOS applications
Overall knowledge in: Swift, Java, x- code, Android studio and Objective – C, MQTT, Signal-R, Swift, XML, Rest, Json, pushNotifications
Experience on:
Programming Languages
Swift, Objective-C, Java
Frameworks and Technologies
Android SDK, Coca pods
Databases:
MySQL,Maria DB
Web Technologies
LAMP, XML, Json, JavaScript, HTML,AngularJS.
Source Control
svn
Tools
Android Studio
Platforms
Linux
            Good communication skills both written and oral
          Able to drive/recommend solutions to extended technology teams.
          Self-starter with good crisis management skills.
          Able to lead and facilitate meetings, to lead the technical team in driving investigation of incidents and corrective actions follow-ups","$8,000","$6,000",Monthly,"Professional, Executive, Senior Executive",Mobile apps & IOS developer
75,23,Information Technology,NTT DATA SERVICES SINGAPORE PTE. LTD.,Contract,Closing on 09 Feb 2019,East,Posted 10 Jan 2019,"Responsible for on-site and/or remote installation, implementation, maintenance, troubleshooting and/or repair of
Desktops, Notebooks, printers, and associated peripherals. Serves as company liaison with customer on administrative
And technical matters. Accountabilities includes:
• Reviews, troubleshoots and approves operational quality desktops, notebooks, printers, and associated Peripherals.
• Installs, maintains and optimizes desktop /notebook configurations at customer sites.
• Diagnoses and resolves product performance problems.
• Performs maintenance and repair services.
• Ensures customer satisfaction by advising customers on preventive maintenance and configurations which may impact
Product performance.
• Instructs customers in the operation and maintenance of the system.","$3,200","$2,500",Monthly,Professional,Desktop Support Engineer
76,17,Marketing / Public Relations,UNILEVER ASIA PRIVATE LIMITED,"Permanent, Full Time",Closing on 09 Feb 2019,South,Posted 10 Jan 2019,"Essential:
Ambassador of data driven marketing
An excellent communicator with senior stakeholders, brands, peers and reports (conversational and presentational)
Experience with digital analytical tools (e.g. Google Analytics, Adobe Analytics), tag management systems (e.g. Adobe Tag Manager) and Data Management Platforms
Excellent listening skills and the ability to understand and articulate customer needs in business and more technical vocabulary
Experience or understanding of data driven paid media e.g. programmatic
Experience managing relationships within a large, multinational, matrix organization
  Desirable:
Experienced project manager, particularly in terms of project planning, forecasting demand and managing human resource accordingly
Experience coordinating the introduction of a new internal capability at a major organisation
Passion for the social and digital world and its implications for business","$9,500","$5,000",Monthly,Executive,Audience Insights Engagement Specialist
77,16,"Customer Service, Healthcare / Pharmaceutical",PHILIPS ELECTRONICS SINGAPORE PTE LTD,Full Time,Closing on 09 Feb 2019,Central,Posted 10 Jan 2019,"Your team
As product Catalog & Pricing Officer within the Catalog & Quoting Operations team, you will enter an experienced and dynamic team of professionals based around the globe. You will report to the EIM Catalog & Quoting Operations Manager, located in Singapore
  To succeed in this role, you should have the following skills and experience
Bachelor degree in business administration, science etc.
Experience in a fast-paced Customer Service or Sales Operational environment
Good user knowledge of Excel and SAP (Access and SOFON is an advantage)
CPQ Apttus an added advantage
Ability to quickly learn and manage new systems
Knowledge of order management processes is an advantage
General understanding of the Healthcare sector
Ability to act and operate independently and within a team
Excellent communicative skills, with a fluency in English both in words and writing
Enthusiastic and motivated team player
Customer oriented and attention to detail
High intercultural awareness","$5,000","$4,000",Monthly,Executive,Catalog and Pricing Officer
78,6,Information Technology,AGODA COMPANY PTE. LTD.,"Permanent, Full Time",Closing on 09 Feb 2019,Islandwide,Posted 10 Jan 2019,"Responsibilities:
Design solutions used by millions of people every day.
Big Data and Machine Learning processing pipelines
Constantly look for ways to improve our products, code-base and development practices
Write great code and help others write great code
Requirements
Bachelor's degree in Computer Science/Information Systems/Engineering/related field or relevant experience
Strong coding ability in Scala, Java, C/C++, C#, or Python
Experience or willingness to learn Scala/Spark/Kafka and related technologies (if not already known)
Able to quickly and effectively read code
Good understanding of algorithms and data structures
Ability to separate hype from reality
Bonuses
Any experience with ‘Big Data’ technologies / tools
Strong experience in JVM languages (Java / Scala in particular)
Experience working with Lambda Architectures
Experience working with open source products
Working in an agile environment using test driven methodologies.
Experience using Git
A few of the technologies we use
Scala, Spark, Impala, Kafka, Monix, Play, Couchbase, RabbitMQ, Spray, Hadoop, Kibana, ElasticSearch, Yarn, Akka, Sensu, Redis, Python, Cassandra, Postgres, OpenStack, Logstash, Vertica, Grafana, Go.
We welcome both local and international applications for this role. Full visa sponsorship and relocation assistance available for eligible candidates","$12,000","$8,000",Monthly,Professional,Senior Software Engineer
79,1,Information Technology,APAR TECHNOLOGIES PTE. LTD.,Contract,Closing on 09 Feb 2019,"South, East, Central",Posted 10 Jan 2019,"Degree in Statistics, Mathematics, Computer Sciences, or equivalent studies with at least 4 years of data analyst experience in the technological field
Sound knowledge of financial service logical data model (Teradata FSLDM).
4 to 6 years of related work experience required. Technical expertise regarding data warehouses is must. Understanding of relational databases; including SQL required.
Should have extensive experience in Teradata, ETL, Unix
Banking domain experience is a must
Should have lead mid to large size team
Excellent communication & interpersonal skills
Must have experience effectively using communication skills to achieve mutual understanding.
Qualified and interested candidate may send updated resume to julliete.parico@apar.com
Registration ID – R1112163
EA License No – 11C4879","$8,000","$6,000",Monthly,Professional,Senior Datawarehouse Consultant
80,32,Information Technology,AMAZON WEB SERVICES SINGAPORE PRIVATE LIMITED,Full Time,Closing on 09 Feb 2019,Central,Posted 10 Jan 2019,"· 7+ years of experience in finance, sales operations, business development, consulting, or other related fields. 
· Exceptional analytical skills, experience with financial modeling and analysis and business case development and demonstrated ability to turn detailed data analysis into useful strategic insight and make appropriate recommendations to the business. 
· Proven trackrecord of creating new business planning & steering mechanisms in a high-growth environment. 
· Proven experience with design, development and implementation of performance reporting metrics, dashboards, tools, and other business processes. 
· Able to operate successfully in a lean, fast-paced, high growth organization. 
· Track record of executing projects and operating within the APAC region. 
· Strong verbal and written communications skills are a must, as well as the ability to work effectively and deliver results across cross-functional, remote and virtual teams. 
· Willingness to travel 20-30% - this is an APAC role. 
· A keen sense of ownership, drive, and scrappiness is a must – this is a hands-on role. 
· Bachelor’s degree in Business Administration, Finance, Economics, Computer Science, or related field. 

PREFERRED QUALIFICATIONS 
· MBA or Master’s degree in finance or equivalent relevant business experience. 
· Prior experience working in or with cloud service providers, SaaS providers, managed service providers. ","$30,000","$20,000",Monthly,Senior Management,APAC Head of Enterprise Operations
81,5,Insurance,SCOR SERVICES ASIA-PACIFIC PTE. LTD.,Permanent,Closing on 09 Feb 2019,Central,Posted 10 Jan 2019,"Required experience & competencies
Experience: 
0+ to 3 years experience in a Pricing or Valuation function in the Life (re-)insurance industry (0+ meaning significant internship or less than 1 year experience)
Very good knowledge of Microsoft packages (particularly Excel/Access)
Ready to working both within a team (multicultural) and as a self-motivated individual
Life/Protection Pricing knowledge
Experience of mortality/morbidity (PA, CI, Health) analysis is a plus
Knowledge of South East Asia protection market is a plus
Essential competencies:
Excellent Analytical Skills
Attention to detail
Self-motivation
Team work
Customer focused
Excellent communication and interpersonal skills
Desirable competencies:
Knowledge of PROPHET
Knowledge of SAS/Python/R
Additional South East Asian language to English is a plus (Bahasa, Vietnamese, Thai)
  Personal Competencies:
Curiosity and capacity for passion
 Humbleness
 Good oral and written communication skills
 Good pedagogical skills","$10,000","$7,000",Monthly,Professional,"Pricing Actuary, SEA Markets"
82,7,Marketing / Public Relations,AXXEL MARKETING PTE LTD,"Permanent, Full Time",Closing on 09 Feb 2019,Central,Posted 10 Jan 2019,"JOB REQUIREMENTS
Bachelor’s Degree in Marketing or other related field
Certification in Google Analytics and Adwords will be a plus.
Experience in an E-Commerce company will be a plus.
Minimum 3 years in a digital marketing role driving performance and delivering strong business results
Solid understanding of current online marketing concepts, SEO/SEM strategy and best practices
Strong analytical skills with the ability to deliver actionable recommendations through data analysis to influence business decisions and strategies
Proficient in web analytics and reporting tools (Google Analytics, Google Tag Manager or similar) with understanding of ROI and web conversion metrics
Ability to run email marketing campaigns and perform A/B testings to optimised OR and CTRs.
Ability to manage social media campaign (Facebook, Instagram) and perform targeting and re-targeting.
Ability to interpret business performance requirements to identify types of data extract and analysis
Well organized and pro-active with excellent attention to detail
Possess excellent communication skills (verbal and written)
Fluent in writing and speaking English","$5,500","$4,000",Monthly,Manager,Digital Marketing Manager
83,11,"Admin / Secretarial, General Management, Others, Purchasing / Merchandising",MAERSK DRILLING HOLDINGS SINGAPORE PTE. LTD.,"Temporary, Contract",Closing on 09 Feb 2019,Central,Posted 10 Jan 2019,"Who we are looking for:
The ideal candidate is pro-active, has a technical or computer science interest and understands the importance of strong data management.
You are a proactive individual who strives to take on responsibility and enjoy working with developing and building a new procurement master data structure.
You are service minded, able to multi-task and understand the role and responsibilities as a supporter of a 24/7/365 high capital international operation within a closely regulated industry.
Company and industry language in general is English and so you must be able to communicate well in English, both verbally and in writing.
Excellent MS Office Skills (particularly advanced Word, Excel and Power Point)
For interested candidates, please apply at our website: https://www.maerskdrilling.com/careers/vacant-positions
We will be reviewing applications on an ongoing basis and we will close the job ad when we find the right candidate. Therefore we encourage you to apply as soon as possible.","$2,700","$2,300",Monthly,Fresh/entry level,Category & Contracts Assistant
