,Applications,Categories,Company,EmployType,ExpiryDate,Location,PostedDate,Requirements,SalaryHigh,SalaryLow,SalaryRate,Seniority,Title
175,0,Information Technology,SAKSOFT PTE LIMITED,Full Time,Closing on 27 Feb 2019,South,Posted 28 Jan 2019,"Bachelor’s Degree, Work Experience in Information technology, Awareness of Banking & Finance Industry
You have minimum of 4 years of experience with IT projects.
You have minimum of 2 years of experience with Application implementation in the areas of Enterprise Data Management (EDM) or Business Intelligence (BI)","$9,000","$7,000",Monthly,Senior Executive,Product Specialist
176,1,Engineering,CONTINENTAL AUTOMOTIVE SINGAPORE PTE. LTD.,Permanent,Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"• Degree in Electrical Engineering, Computer Science or comparable qualification
• 3+ professional experience in automotive, software engineering.
• Knowledge and hands-on experience in raw data processing, computer vision and sensor fusion using e. g. camera, lidar, radar data
• Advanced knowledge in Robotics (SLAM, localization, large scale mapping) and related Artificial Intelligence technologies (Deep Learning) is an advantage
• Knowledge in software architecture methods and object-oriented programming languages (e. g. Python, C++) is an advantage.
• Experienced in systematic problem-solving approaches
• Experience in Agile development methods of advantage (Scrum, Kanban)
• Excellent communication skills
• Strong analytical skills.
• Willingness to travel","$11,000","$6,000",Monthly,Professional,"Senior Engineer, Perception Software"
177,1,Banking and Finance,RESOURCE SOLUTIONS CONSULTING SINGAPORE PTE. LTD.,"Permanent, Full Time",Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"Job requirements include:
Degree in Accountancy / Banking Finance with minimum 7 years relevant working experience in a Bank
Good working knowledge of MAS reports requirements.
Strong PC and IT skills as well as analytical mind-set in system development & automation process
Involvement in MAS related projects will be an added advantage
Strong communication skills, energetic, self-starter with initiative and ability to work under pressure.
  Recruiter Name: Yap Wen Guang Ivan
EA License No: 12C5536
EA Registration No: R1331302
  We regret to inform that only shortlisted applicants will be notified.","$5,950","$2,975",Monthly,Professional,Assistant Vice President – MAS Reporting
178,8,Information Technology,VIRTUSA SINGAPORE PRIVATE LIMITED,Permanent,Closing on 27 Feb 2019,East,Posted 28 Jan 2019,"Candidate must have deep understanding of all phases and requirements of the Software Development Life Cycle
Experience in working with off-shore and global development and testing teams
Coordinate with multiple Stakeholders, Project Manager, Development Manager, and other team members to align business and technical standards and policies
Understanding of AML reference and transaction data for the financial services inorder to perform detailed analysis.
Maintain knowledge of Mantas scenarios and the underlying logic
Understand system processes, analyze data feeds and reporting for other key project activities in conjunction with Project Manager as required
Perform adhoc reporting and analysis queries as requested by project manager, business users, and/or senior management alike
Identify risks and provide suggested mitigating actions","$8,000","$5,900",Monthly,Professional,Mantas Business Analyst
179,1,Information Technology,CHARTERHOUSE PTE. LTD.,Contract,Closing on 27 Feb 2019,Islandwide,Posted 28 Jan 2019,"Masters/Bachelor degree in Statistics/Applied Math/Operational Research/Computer Science or related field
5+ experience of working experience in software or related industry
2+ experience as data scientist working on various data science projects.
Experienced in developing machine learning models for real-world problems using R, python or other languages
Experience in Deep Learning and AI related project a huge plus
Familiar with big data technologies like Hadoop, Hive, Pig and Spark
Able to conceptualize prototypes and evolve them to full fledge solutions
Able to articulate the findings and work in a team environment
EA License no.: 13C6338 I Reg no.: R1110355","$9,000","$6,000",Monthly,Executive,Software Consultant
180,0,"Information Technology, Public / Civil Service",GOVERNMENT TECHNOLOGY AGENCY,Full Time,Closing on 30 Apr 2019,Full Time,Posted 28 Jan 2019,,"$15,000","$5,000",Monthly,Middle Management,Cloud Service Management Architect / Engineer
181,4,Information Technology,LAMINAAR AVIATION INFOTECH PTE. LTD.,Full Time,Closing on 27 Feb 2019,East,Posted 28 Jan 2019,"Proficiency in Data Visualization and User Experience Design
Experience creating multi-dimensional metadata models (Data Mart, Data Warehouse, Data Lake, Cubes)
Experience with any of the following data platforms: SQL server, Teradata, Vertica, Oracle, Hadoop
Experience with C#, Java and/or Python
Working knowledge of Windows operating systems
Interest and initiative to learn and apply new technologies
Interest and passion in working with large volume data sets
Excellent PC skills required
Experience or exposure to aviation Industry","$12,000","$8,000",Monthly,Professional,Lead - Business Intelligence
182,7,Advertising / Media,PRODIGIOUS SINGAPORE,"Permanent, Full Time",Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"Key Competencies:
Production
The ability to multi-task
Constantly finds innovative to visually tell a story
Confident communication and presentation skills
Ability to work with various crew and talent
Resourceful
Delivering Results & Meeting Expectations
Sets high standards for quality & quantity
Proactive, creative and orderly approach to work
Strong organisational & planning skills combined with a sense of urgency and ability to meet deadlines
Willing to contribute as well as learn
Working With People
Listens, consults & communicates proactively
Persuasive and articulate
Team player
Recognises and rewards the contribution of others
Ability to build & maintain professional relationships both internally and externally
Qualifications / Experience:
Creative visual composition
Sound knowledge of broadcast equipment including video cameras, audio gear and lighting
Experience with editing software – Adobe Premiere CC, Avid Media Composer, Final Cut Pro
Experience with Adobe After Effects, Illustrator, Photoshop, Flame, Smoke, DaVinci Resolve is a plus
3 or more years camera and post production/editing experience within a TV channel, advertising agency or video production house
Ability to visually express complex/creative ideas
Experience in dealing with clients and agencies","$5,500","$4,000",Monthly,Executive,Videographer / Editor
183,0,Public / Civil Service,GOVERNMENT TECHNOLOGY AGENCY,Full Time,Closing on 27 Feb 2019,Full Time,Posted 28 Jan 2019,,,,,Senior Management,"Director, Technical Masterplanning Office"
184,0,"Information Technology, Public / Civil Service",GOVERNMENT TECHNOLOGY AGENCY,Full Time,Closing on 27 Feb 2019,Full Time,Posted 28 Jan 2019,,"$15,000","$5,000",Monthly,Middle Management,"Senior Infrastructure Engineer / Infrastructure Engineer, Mobility Management"
185,0,"Information Technology, Public / Civil Service",GOVERNMENT TECHNOLOGY AGENCY,Full Time,Closing on 27 Feb 2019,Full Time,Posted 28 Jan 2019,,"$10,000","$5,000",Monthly,Middle Management,"Infrastructure Engineer, Infrastructure and Application Monitoring"
186,2,Social Services,THYE HUA KWAN MORAL CHARITIES LIMITED,Permanent,Closing on 27 Feb 2019,East,Posted 28 Jan 2019,"Pleasant personality, possess initiative and is a team player
Passionate about making a difference to improve the lives of others in the community.
Minimum GCE O level, diploma preferred
Relevant experience in the fields of Special Education, Counselling or Care service with exposure to persons with ASD is an added advantage. However this is not a requirement.
Supervisory experience in F&B, production line, bakery, physical education, arts and crafts, housekeeping or prior healthcare experience an advantaged. On the job training will be provided. 
Able to work independently as well as a team player
Self-motivated and keen to develop professionally
Desire to learn about the culture of ASD and patience to guide persons with ASD
Enrolling in courses related to autism and special needs will be compulsory","$2,000","$1,530",Monthly,Non-executive,Training Officer
187,3,"Consulting , Human Resources , Information Technology",ABEAM CONSULTING (SINGAPORE) PTE. LTD.,"Permanent, Full Time",Closing on 27 Feb 2019,Islandwide,Posted 28 Jan 2019,"Requirements:
Must have more than 6-7 years in total of both S4 HANA & HCM implementation with integration to Successfactors - Mandatory
At least 3 end to end implementations should be completed in SAP HCM
The candidates with experience in the similar implementation will be given preference.
Candidates who has worked on the S4 implementations will be given preference.
Employees worked with the Resource Intensive domains (Manpower Business, High class Security etc) will be given preference.
Proven experience in roll-out project before is an added advantage
Proven experience in communicating and presenting at business level to MNC clients.
Experienced in supporting testing and data migration experience, as well as drafting of functional specification for reports, interface, enhancement, forms
You must have excellent analytical, presentation and soft skills including communication on how to handle existing clients and be client oriented with excellent problem solving skills.
Able to write clearly and concisely in prepare training materials
You must possess a personal attribute such as creativity, positive thinking, quick learning, imagination, leadership, judgment and maturity, curiosity, strong interpersonal skills, professional integrity and initiative.
Able to start in a short notice period; working in tight deadlines and short notice is very common
Able to start immediately
Take this opportunity to join an international team of professionals, implement and develop software and consulting solutions in international projects and gain cultural experience, to set a serious foundation for future career steps.","$9,000","$6,000",Monthly,"Professional, Executive, Senior Executive",SAP HCM Senior Consultant
188,0,Information Technology,LINGJACK ENGINEERING WORKS PTE LTD,Full Time,Closing on 27 Feb 2019,North,Posted 28 Jan 2019,"  Diploma/degree in Computer Science, IT or relevant field.
Problem-solving aptitude.
Able to manage multiple projects.
Experience with system installation, configuration and analysis.
   ","$3,000","$2,400",Monthly,Fresh/entry level,Information Executive
189,0,Others,NATIONAL UNIVERSITY OF SINGAPORE,Full Time,Closing on 27 Feb 2019,South,Posted 28 Jan 2019,"Master’s Degree in Science/Life Sciences or MD/MBBS.
Minimum 2 years of relevant experience in the design and conduct of experimental projects.
Knowledge of the scientific background relevant to the research area.  
Demonstrated good knowledge, skills and expertise in supporting various research activities.
Possess laboratory experimental skills:
Mouse Experiment (genera handling of mouse, dissection, drug administration (i.v., i.p., gavage)
Blood pressure measurement in mouse (Catheter and/or telemetry)
DNA, RNA and Protein Working (PCR and western blot)
General handling of cultured cells
Evaluation of angiogenesis and apoptosis in mouse tissues
Histopathological investigation of mouse tissues
A strong team player who is able to prioritise, multi-task and work collaboratively in a research environment of diverse workforce.","$85,272","$44,760",Annually,Non-executive,Research Associate
190,3,Sciences / Laboratory / R&D,SGS TESTING & CONTROL SERVICES SINGAPORE PTE LTD,Full Time,Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"Degree/ Diploma in Food Safety/Microbiology/Chemistry or Food Technology
Experienced in Food Industry, Food Safety, Food Technology and Processing Areas. 
Experienced in the food industry and production of at least 4 of the following categories ( Ground beef and Chicken processing, Buns, Fries, Condiments and Sauces, desserts and beverages)
Experienced in HACCP and basic knowledge on GFSI Standard.  
Process experience is a must.
Excellent Verbal and Written Communication skills. ","$2,500","$2,200",Monthly,Executive,Food Technologist
191,6,Information Technology,WEB SYNERGIES (S) PTE LTD,"Contract, Full Time",Closing on 27 Feb 2019,West,Posted 28 Jan 2019,"- Must have 4 + years of SAP ABAP experience.
- Experience in end-2-end implementations.
- Excellent communication skills
- Should be able to interact and support Users
- Should have worked on SD, MM and FICO
- Experience in SAP BI is an advantage
   ","$7,000","$5,000",Monthly,"Professional, Non-executive",SAP ABAP Consultant
192,2,Information Technology,SPENCER OGDEN PTE. LTD.,"Contract, Full Time",Closing on 27 Feb 2019,Islandwide,Posted 28 Jan 2019,"Bachelor’s Degree
At least 4 years of consulting experience with Saleforce 
Experience with both agile and waterfall implementation methodologies
Understanding of current technologies and Software Development Lifecycle (SDLC)
Possess customer relationship management (CRM) application experience (e.g. Salesforce, Siebel, Dynamic CRM) ","$8,000","$5,000",Monthly,Executive,Salesforce Consultant
193,9,Information Technology,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Full Time,Closing on 27 Feb 2019,East,Posted 28 Jan 2019,"Job Duties & responsibilities
Business Analyst role
Facilitate requirements workshops to engage the various stakeholders such as Front Office/Market risk users to elicit and validate business requirements.
Lead and manage issues during UAT/Sprints, and ensure all requirements have proper traceability.
Leverage the subject matter experts in Market Risk in delivery of structured and well-thought through solutions.
Become an effective “bridge” between users and technology.
Respond promptly to issues raised, through good understanding of business, operational and technical considerations, and recommend sound solutions.
Document functional specifications and validate the user stories/requirements specs that are provided by users.
2)   Scrum master role :
Lead project / scrum team in design methods and principles, and collaboration discussion between IT and business teams.
Work with PO closely in Sprint/Release for prioritization and enable Dev team to be “self organized” and “learning organization” through retrospective.
Work with the project manager to ensure risks, issues, costs and schedules are appropriately managed following agile principles.
Help teams plan, execute, review, and retrospect the iterations
          Required Experience
Education – Bachelors or higher degree preferably in business or Computer Science IT
At least 4 years working as a Business Analyst.
At least 2 years working in agile projects preferably as the role of the Scrum master.
Possess strong Treasury knowledge preferably with experience in the market risk domain.
Experience working with market risk systems from the treasury end preferably Murex.
Must be organized, able to work with minimal supervision, flexible to switch and work on different projects/enhancements and manage them in a timely manner
Experience working on Jira, Confluence will be an advantage.
  Essential Skills & Prerequisites
At least 4 years of BA experience in a banking environment.
Experience in writing user stories/requirement specs and functional specifications.
Attention to details, team player and pro-active.
-Open minded, able to think out-of-the-box, able to address problems in effective and efficient way, with good problem solving skills.
       ","$11,000","$9,000",Monthly,Manager,Agile Risk Business Analyst
194,2,Others,NATIONAL UNIVERSITY OF SINGAPORE,Full Time,Closing on 27 Feb 2019,South,Posted 28 Jan 2019,"Master’s Degree in Science/Life Sciences or MD/MBBS.
Minimum 2 years of relevant experience in the design and conduct of experimental projects.
Knowledge of the scientific background relevant to the research area with laboratory experimental skills.
Demonstrated good knowledge, skills and expertise in supporting various research activities.
A strong team player who is able to prioritise, multi-task and work collaboratively in a research environment of diverse workforce.
We regret that only shortlisted candidates will be notified.","$85,272","$44,760",Annually,Non-executive,Research Associate (OR / CVMD / KT) - 009NS
195,3,Marketing / Public Relations,CANADIAN EDUCATION COLLEGE PTE. LTD.,Full Time,Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"1. Diploma in any field
2. Familiar with Microsoft Office. Knowledge of design marketing materials will be an added advantage.
3. Customer service experience 
4. Hardworking and responsible, independent, pleasant personality with strong organizational, interpersonal and communication skills
5. Be able to speak and write Japanese (professional level)
   ","$7,000","$2,000",Monthly,Non-executive,Course Consultant
196,0,Sciences / Laboratory / R&D,NANYANG TECHNOLOGICAL UNIVERSITY,"Contract, Full Time",Closing on 27 Feb 2019,West,Posted 28 Jan 2019,"PhD in Geology, Geophysics, Chemistry, Atmospheric Sciences or a related field.
Experience in volcano gas monitoring techniques.
Background in gas geochemistry is preferred, though not necessary.
Comfortable with frequent travel to Philippines and Indonesia for fieldwork.
Motivated self-starters.
Knowledge in telemetry, remote communications, Matlab, Python or other computation software will be a bonus.
We regret only shortlisted candidates will be notified.","$8,300","$6,000",Monthly,Professional,Research Fellow
197,1,Engineering,EDEN ENGINEERING & CONSTRUCTION PTE. LTD.,Full Time,Closing on 27 Feb 2019,West,Posted 28 Jan 2019,"Bachelor Degree/ Diploma in Mechanical Engineering
Minimum 6 years’ experience in oil & gas / petrochemical plant or Building projects
Knowledge of applicable international codes and standards","$8,000","$6,000",Monthly,Senior Executive,Senior Hvac Engineer
198,42,"Banking and Finance, Telecommunications",FIXED & MOBILE PTE. LTD.,Permanent,Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"Essential Experience
Commercial strength with a strong mind for analysis
Masters qualified
Minimum 15 years’ experience, in fintech industry
Strong global experience
Proven track record of delivering results
Excellent interpersonal and communication skills
Strong relationship building skills
Excellent organisation skills, ability to work under pressure and manage priorities
Strong influencing skills
Advanced competence in Word, Excel and Powerpoint.","$20,000","$15,000",Monthly,Senior Management,Corporate Development and M&A Strategy Director
199,2,Information Technology,ISENTIA BRANDTOLOGY PTE. LTD.,Permanent,Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"Technology skills:
Necessary skills:
Amazon Web Services
Python
RESTful API Design
Elasticsearch
  Good to Have:
Docker
Kubernetes
Java","$7,500","$5,000",Monthly,Professional,Senior software engineer
200,0,"Information Technology, Public / Civil Service",GOVERNMENT TECHNOLOGY AGENCY,Full Time,Closing on 30 Apr 2019,Full Time,Posted 28 Jan 2019,,"$15,000","$5,000",Monthly,Middle Management,"Senior Infrastructure Engineer / Infrastructure Engineer, Mobility Management"
201,0,Public / Civil Service,GOVERNMENT TECHNOLOGY AGENCY,Full Time,Closing on 30 Apr 2019,Full Time,Posted 28 Jan 2019,,,,,Senior Management,"Director, Technical Masterplanning Office"
202,1,Information Technology,ISENTIA BRANDTOLOGY PTE. LTD.,Permanent,Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"Technology skills:
Necessary skills:
Amazon Web Services
Python
RESTful API Design
Elasticsearch
  Good to Have:
Docker
Kubernetes
Java","$4,000","$3,000",Monthly,Executive,Software Engineer
203,5,Information Technology,RANOSYS TECHNOLOGIES PTE. LTD.,"Permanent, Full Time",Closing on 27 Feb 2019,East,Posted 28 Jan 2019,"     ● Minimum 2 year of experience in JAVA/ J2EE.
     ● Experience with MySQL/Oracle/SQL Server.
     ● Good with problem solving and analytical skill.
     ● Self-starter and effective team player.
     ● Experience with Spring framework and Hibernate.
     ● Experience with Tomcat servers.
     ● Strong understanding of Core Java and advanced working knowledge of J2EE (JSPs, Servlets, Web Services and JDBC) is a must.
Good on database concepts.
     ●  Written & verbal communication skills should be excellent.
Experience in cloud computing (AWS/Rackspace/Azure) is an added advantage.","$8,500","$4,000",Monthly,Executive,Java Developer
204,3,Building and Construction,BOSKALIS INTERNATIONAL (S) PTE LTD,Contract,Closing on 27 Feb 2019,Islandwide,Posted 28 Jan 2019,"MINDEF Clearance
Good command of English (written and spoken)
Knowledge of relevant equipment and software (QINSy software package, CAD software)
Experience with Survey related measurement techniques, equipment and systems (i.a. DGPS, motion sensor, multibeam echo sounder)
Knowledge of Intercultural Management","$6,000","$3,300",Monthly,Non-executive,Hydrologist
205,73,Human Resources,SABRE ASIA PACIFIC PTE. LTD.,Full Time,Closing on 27 Feb 2019,East,Posted 28 Jan 2019,"Desired Skills and Experience
Strong communication and negotiation skill
Team player
Strong business acumen with a global outlook
Strong knowledge of Employee Relations
Experience in change and culture management
Experience in working within a matrix environment
Experience in technology, airline or travel industries are preferred
Good local labor law knowledge
University degree and a postgraduate qualification in human resources preferred
Analytical and goal oriented
Full understanding of all HR functions and best practices
Minimum 8 years to Maximum 12 years of HR experience, particularly proven experience working and influencing business stakeholders / senior management
BS degree in Human Resources or related field","$144,000","$84,000",Annually,Senior Executive,HR Business Partner
206,1,Engineering,MACHSPEED HUMAN RESOURCES PTE. LTD.,Permanent,Closing on 27 Feb 2019,West,Posted 28 Jan 2019,"Requirements
Minimum Diploma in Mechanical, Electrical Engineering, Chemical or other related Science & Engineering discipline
Self-motivated, independent and able to contribute as a team player
Working Hour: 8am-8pm (12 hours day shift)
Able to work in cleanroom environment
Working Location: Pioneer (Company provides island-wide transport to and fro company)
  We thank you for your interest in this position, applicants with relevant experience please send Microsoft word resume with expected salary to
apply@machspeed.com.sg and attention to Bingcheng
for faster processing, alternatively, please visit
https://www.facebook.com/MachspeedHR for more jobs available, thank you.
Thank you very much.
Agency License No. 12C6200
EA Registration No: R1437671 
 ","$2,000","$1,800",Monthly,Junior Executive,"Engineering Assistant-QA (S$1800-2000+OT, Day Shift, West)"
207,0,Information Technology,NEURONCREDIT PTE. LTD.,Full Time,Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"Master’s Degree / PhD in Computer Science or any other related discipline
Strong experience in deep learning and computer vision
Good experience in deep learning framework, such as caffe / tensorflow
Proficient knowledge and track record of applying modern deep learning concepts
Ability to understand business processes and drive to solve real-world business problem","$13,000","$9,000",Monthly,Senior Executive,Senior Research Scientist
208,0,Accounting / Auditing / Taxation,MACHSPEED HUMAN RESOURCES PTE. LTD.,Permanent,Closing on 27 Feb 2019,West,Posted 28 Jan 2019,"Job Requirements:-
Possess a recognised Diploma / Degree in Accountancy
Able to start work immediately and commit to work for next 3-6 months
(Contract is convertible to permanent)
Able to use UBS accounting system will be advantageous (but not a must)
Work location: Science Park
5 days’ work week (Mon to Fri 9.00 am to 6.00 pm)
Able to work overtime during closing (for a few days)
Salary: S$2500-2800 per month
We thank you for your interest in this position, applicants with relevant experience please send Microsoft word resume with expected salary to
apply@machspeed.com.sg
for faster processing, alternatively, please visit https://www.facebook.com/MachspeedHR for more jobs available, thank you.
You may also call +6563362530 (Look for BingCheng) to find out more
Thank you very much.           
Agency License No. 12C6200
EA Registration No: R1437671","$2,800","$2,500",Monthly,Executive,"Accounts  Officer (3-6 months contract, Science Park, $2500-2800)"
209,0,"Admin / Secretarial, Manufacturing",MACHSPEED HUMAN RESOURCES PTE. LTD.,Permanent,Closing on 27 Feb 2019,South,Posted 28 Jan 2019,"Job requirements:-
Minimum GCE ‘O’ Level with at least 2 years of working experience in production industry
Experience in production planning/purchasing will be an added advantage
Salary range: $1800-2000
Transport allowance: $110
Working hours: 8am – 5.30pm, Mondays to Fridays(May require to perform OT)  
Proficient in MS Office
We thank you for your interest in this position, applicants with relevant experience please send Microsoft word resume with expected salary to
apply@machspeed.com.sg
for faster processing, alternatively, please visit https://www.facebook.com/MachspeedHR for more jobs available, thank you.
You may also call +6563362530 (Look for BingCheng) to find out more
Thank you very much.       
Agency License No. 12C6200
EA Registration No: R1437671","$2,000","$1,800",Monthly,Junior Executive,"Production Planner (5 days, Clementi,  $1800-2000)"
210,17,General Work,COMPANY UNDISCLOSED,Permanent,Closing on 27 Feb 2019,Islandwide,Posted 28 Jan 2019,"1) Candidates can accept rotating shift and accept to taking up night shift projects.
2) Prefer someone with good communication skill and leadership.;
4) Must be able to drive lorry and holds a valid driving license;
5) Must accept to work permanent rotating night shifts. Required to work on weekends and PHs.
6) someone with customer service will be good.
7) Friendly , patient and easy going, and willing handle employees with different method.
8) Undertand well about Cleaning Business and Supply labour chain type of
business.
9) Mandarin speaking due to most of the clients are mandarin speaking only.
10) Have experience can hanle all types of foreign workers.
11) Do not mind to hand-on to the job if some projects are short of manpower.
12) Accept long hour work in a day.

 ",,,,Manager,Operations Manager
211,2,Accounting / Auditing / Taxation,STONENEST CONSULTANCY SERVICES (PRIVATE) LIMITED,Full Time,Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"~ Prepare accurate and timely financial statements.
~ Calculate taxable income and the income tax liabilities of the organisation.
~ Calculate the cost of different types of capital financial instruments and the overall costs of capital for the organisation.
~ Compile accurate tax-related information for the organisation.
~ Compute the valuation of business and financial assets using different models.
~ Ensure the respective privileges and rights are in place within the accounting information system for users with different job roles and functions.
~ Extract data and provide analysis for management using relevant accounting information systems or software.
~ Implement policies and procedures with emphasis on internal controls to prevent possible fraud and errors.
~ Maintain accurate journal entries and allocations.
~ Manage accounts payable and receivables to help the organisation determine working capital needs and funding strategies.
~ Operate accounting information systems efficiently and effectively.
~ Participate in budgeting and forecasting activities.
~ Plan and coordinate the annual financial audit process.
~ Prepare asset, liability, and capital account entries by compiling and analysing account information.
~ Prepare financial statements and disclosure notes.
~ Provide accurate and timely tax and financial reports to the relevant authorities.
~ Provide data in relation to assets, capital rationing and cost of capital.
~ Reconcile accounts and provide analysis for the organisations financial transactions.
~ Resolve issues and deficiencies arising from audit findings.
~ Respond to internal and external auditors on audit data, variances and audit findings.","$2,500","$1,800",Monthly,Junior Executive,Accountant
212,6,Human Resources,SINGAPORE ACADEMY OF LAW,Full Time,Closing on 27 Feb 2019,East,Posted 28 Jan 2019,"Bachelor’s Degree with relevant experience.
Minimum 5 years working experience in training, talent management, process re-engineering and/or project management preferred
Strong interpersonal and communication skills (oral and written)
Strong organisational and analytical skills, with a keen eye for detail
Able to work independently and a team player who can interact with people of all levels and background
Self-motivated, meticulous and result-driven
Must be proficient in Microsoft Office (Excel, Word & PowerPoint)
Contract convertible to permanent / permanent
Interested candidates are invited to submit your resume, stating your current/expected salary and date of availability to hr@sal.org.sg

Only shortlisted candidates will be notified.",,,,Manager,"SENIOR MANAGER, MANPOWER PLANNING AND DEVELOPMENT"
213,2,Information Technology,TOTAL EBIZ SOLUTIONS PTE. LTD.,Contract,Closing on 27 Feb 2019,Islandwide,Posted 28 Jan 2019,"Requirements gathering;
Design, development and maintenance of the software;
Preparation and submission of deliverables throughout the software development lifecycles such as Business Rules, Software Requirement Specifications, Software Architecture Document, Design Specification, Interface Specifications, Source Codes, Testing Specification, Operation and Maintenance Manual, Training Manual and others documents as required in the standard adopted by the Authority;
Assist the Authority with day-to-day application support issues; and
Liaise with users on the requirement, design and testing issues","$7,400","$6,000",Monthly,Professional,Associate Architect
214,4,Engineering,ANALYTICAL SYSTEMS ENGINEERING PTE LTD,"Permanent, Contract",Closing on 27 Feb 2019,North,Posted 28 Jan 2019,"Able to speak and write English fluently
Positive attitude towards work and enjoy challenges
Able to work independently without supervision
Meticulous and organised in work
Minimum polytechnic/ITE graduate or equivalent with electrical/chemical background","$4,000","$2,000",Monthly,Fresh/entry level,Project Engineer
215,4,Accounting / Auditing / Taxation,SWIRE PACIFIC OFFSHORE OPERATIONS (PTE) LTD,"Temporary, Full Time",Closing on 27 Feb 2019,East,Posted 28 Jan 2019,Accounting Diploma or candidate with some accounting working experience is the minimum requirement for this temporary position.,"$2,500","$1,500",Monthly,Non-executive,Accounts Assistant (6-month)
216,1,"Marketing / Public Relations , Sales / Retail",GMP RECRUITMENT SERVICES (S) PTE LTD,"Permanent, Full Time",Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"Requirements:
Diploma or Degree in Marketing/Business Studies.
At least 2 years of experience in Sales and Marketing, handling Regional accounts.
Proficient in MS Office applications, Photoshop or other graphic/web designing software.
Willingness to travel within the region assigned, includes Bangladesh and Sri Lanka.
Good communication skills, bilingual to liaise with Mandarin speaking customers.
Excellent analytical and writing skills.
Proactive team player with initiatives.
Ability to multi-task and work under pressure in a fast-paced environment.
Good time management with the ability to meet tight deadlines.
Knowledge in Photography and Digital Camera technologies will be an advantage.
Able to start work immediately.
Other Information:
Working Location: Tanjong Pagar.
Working Hours: Mondays to Fridays, 8.30am to 5.30pm.
To apply, please visit www.gmprecruit.com and search for Job Reference: 13875.
To learn more about this opportunity, please contact Novita Tan at novita.adisutanto@gmprecruit.com
We regret that only shortlisted candidates will be notified.
GMP Recruitment Services (S) Pte Ltd | EA License: 09C3051 | EA Personnel: Novita Tan | Registration No: R1220374","$3,000","$2,500",Monthly,"Executive, Junior Executive","Regional Sales & Marketing Executive (CBD, Photoshop, Up to $3K)"
217,7,"Banking and Finance, Information Technology",STANDARD CHARTERED BANK,Full Time,Closing on 12 Feb 2019,Central,Posted 28 Jan 2019,"Qualifications & Skills:
Q/KDB+ Experience.
Thorough understanding in end to end trade flow, pricing and trade booking.
Strong shell/Perl / Python scripting skills. Ability to automate manual task and seek continuous improvement in support performance
Good working knowledge of Splunk and ability to write reports using splunk
Good understanding in infrastructure setup, O/s memory management, capacity review
Good understanding in networking concepts and ability to trouble shoot and understand latency issues 
Ability to drive incident bridges by involving all the relevant parties and progressing the issues / outages to closure
Complete understanding of end to end trade lifecycle
Very good knowledge of ITRS Geneos / Oracle SQL / KDB
Ability to own and drive small/ad-hoc project work and deliver to its closure
Excellent communication (both written and verbal) and analytical skills
Self-starter, able to self-manage with strong collaboration skills and able to interact effectively with others.
Ability to work under pressure, multi-task and deliver.
Strong team player.
How to Apply
Please visit - https://scb.taleo.net/careersection/ex/jobdetail.ftl?job=1900001524&lang=en  to apply now and take the next step in fulfilling your potential.
You can search and view current opportunities across our global organisation and apply immediately by visiting www.standardchartered.com.
To help speed up your application, please note the following:
You will need to log in (or register if you are visiting our careers site for the first time) before you can apply for a specific role
Some roles may require you to undertake an online talent assessment in addition to completing the application form (to facilitate this process it is preferable that you provide us with an email address as part of your contact information)
We will ask you about your education, career history and skills and experience, it may be helpful to have this information at hand when completing your application
It usually takes 15 - 20 minutes to complete the application form; you can save your application at any time and return to complete it at your convenience.
Diversity & Inclusion
Standard Chartered is committed to diversity and inclusion. We believe that a work environment which embraces diversity will enable us to get the best out of the broadest spectrum of people to sustain strong business performance and competitive advantage. By building an inclusive culture, each employee can develop a sense of belonging, and have the opportunity to maximise their personal potential.","$15,800","$12,500",Monthly,"Manager, Professional",Support Specialist
218,9,Information Technology,UNIMAS CONSULTING SOLUTIONS PTE. LTD.,"Contract, Full Time, Flexi work",Closing on 27 Feb 2019,Central,Posted 28 Jan 2019,"MINIMUM REQUIREMENTS 
  Worked / Managed in regional/global ERP implementation projects, with exposure to Top tier ERP softwares such as SAP S4/HANA, Oracle etc
•         Bachelors / Masters degree in IT , Analytics Finance, Business administration, IT, systems
•         Preferable PMP certification, preferred Agile/Scrum Master certification
•         Good presentation and verbal and written communication skills
•         Strong Personal responsibility, Proactiveness and accountability
•         Strong team facilitation, Time Management and problem solving skills
•         Ability to work in an agile environment and with minimum supervision.
•         The ability to influence others, analysing complex issues and delivering appropriate solutions
•         Ability to travel, sometimes on short notice.
Superior problem solving and analytical skills
Ability to work collaboratively in a team environment leading large implementation programs crossing multiple functions
Skills to communicate complex ideas effectively","$8,000","$2,500",Monthly,"Executive, Senior Executive",ERP Implementation Lead
